"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1950Q1,1950Q2,1950Q3,1950Q4,1951Q1,1951Q2,1951Q3,1951Q4,1952Q1,1952Q2,1952Q3,1952Q4,1953Q1,1953Q2,1953Q3,1953Q4,1954Q1,1954Q2,1954Q3,1954Q4,1955Q1,1955Q2,1955Q3,1955Q4,1956Q1,1956Q2,1956Q3,1956Q4,1957Q1,1957Q2,1957Q3,1957Q4,1958Q1,1958Q2,1958Q3,1958Q4,1959Q1,1959Q2,1959Q3,1959Q4,1960Q1,1960Q2,1960Q3,1960Q4,1961Q1,1961Q2,1961Q3,1961Q4,1962Q1,1962Q2,1962Q3,1962Q4,1963Q1,1963Q2,1963Q3,1963Q4,1964Q1,1964Q2,1964Q3,1964Q4,1965Q1,1965Q2,1965Q3,1965Q4,1966Q1,1966Q2,1966Q3,1966Q4,1967Q1,1967Q2,1967Q3,1967Q4,1968Q1,1968Q2,1968Q3,1968Q4,1969Q1,1969Q2,1969Q3,1969Q4,1970Q1,1970Q2,1970Q3,1970Q4,1971Q1,1971Q2,1971Q3,1971Q4,1972Q1,1972Q2,1972Q3,1972Q4,1973Q1,1973Q2,1973Q3,1973Q4,1974Q1,1974Q2,1974Q3,1974Q4,1975Q1,1975Q2,1975Q3,1975Q4,1976Q1,1976Q2,1976Q3,1976Q4,1977Q1,1977Q2,1977Q3,1977Q4,1978Q1,1978Q2,1978Q3,1978Q4,1979Q1,1979Q2,1979Q3,1979Q4,1980Q1,1980Q2,1980Q3,1980Q4,1981Q1,1981Q2,1981Q3,1981Q4,1982Q1,1982Q2,1982Q3,1982Q4,1983Q1,1983Q2,1983Q3,1983Q4,1984Q1,1984Q2,1984Q3,1984Q4,1985Q1,1985Q2,1985Q3,1985Q4,1986Q1,1986Q2,1986Q3,1986Q4,1987Q1,1987Q2,1987Q3,1987Q4,1988Q1,1988Q2,1988Q3,1988Q4,1989Q1,1989Q2,1989Q3,1989Q4,1990Q1,1990Q2,1990Q3,1990Q4,1991Q1,1991Q2,1991Q3,1991Q4,1992Q1,1992Q2,1992Q3,1992Q4,1993Q1,1993Q2,1993Q3,1993Q4,1994Q1,1994Q2,1994Q3,1994Q4,1995Q1,1995Q2,1995Q3,1995Q4,1996Q1,1996Q2,1996Q3,1996Q4,1997Q1,1997Q2,1997Q3,1997Q4,1998Q1,1998Q2,1998Q3,1998Q4,1999Q1,1999Q2,1999Q3,1999Q4,2000Q1,2000Q2,2000Q3,2000Q4,2001Q1,2001Q2,2001Q3,2001Q4,2002Q1,2002Q2,2002Q3,2002Q4,2003Q1,2003Q2,2003Q3,2003Q4,2004Q1,2004Q2,2004Q3,2004Q4,2005Q1,2005Q2,2005Q3,2005Q4,2006Q1,2006Q2,2006Q3,2006Q4,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,
"Albania","914","Financial Account, Other Investment, Net Acquisition of Financial Assets, US Dollars","BFOA_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16100000","30100000","23300000","27500000","-11600000","17300000","59200000","73700000","-67600000","-7500000","2600000","12700000","3110000","19350000","63540000","40850000","2900000","53200000","58500000","15500000","2000000","-15600000","55500000","-1700000","56400000","-8500000","46700000","102600000","-54590000","-25920000","50240000","32990000","-5898305.6060001","23849777.2761525","50422786.447714","3263206.18710661","37278614.4354152","-2245935.10706112","240973238.443286","-162159276.758818","-23630610.8696041","-2737749.28046171","96434894.2452586","-76681788.2767835","46480239.2863904","17684757.9618109","168514291.829518","-22020762.8615967","19934609.098509","-11120338.1644978","96118884.4611648","-16849745.339718","62839431.3548407","-74673757.5","116413507.954543","-395714956.640625","-76269442.984126","-161660549.080643","169519694.727267","12798987.0461541","63433987.0476174","32569342.84127","176794934.606061","-30140004.5757576","-97811217.9687499","110232141.904761","207342423.757571","189860624.640625","-1940018.15384619","185549756.129027","224718967.169228","-33934475.4375","64420284.1935501","-145984459.936503","331296290.939397","34977177.96875","109296613.33333","-22348483.0645168","56561606.4090913","-176809869.140625","133943431.428576","109609721.870964","83729478","-84642525.0461563","52939925.0322557","41397769.2000005","342168559.469701","-204632767.96875","176458146.092304","105859648.467743","96376561.1538468","-122966163.999999","189987360.000002","-94342215.9047637","57726432.3692289","-111447516.5","10698966.8571426","-33643578","-4892546.66666656","43376422.875","-3010264.359375","-536299970.838707","116201403.348484","12632794.7076927","37747875.9047613","136839227.55555","174603631.57576","-138869768.000005","-28423482.0625","68521027.2380965","58151974.9999997","-192531067.375","86376995.3846191","-90295038.9354868","79760770.4615413","-121260887.063495","216267114.730158","12048468.3809528","253377312.909101","-318401107.375",
"Albania","914","Financial Account, Other Investment, Net Acquisition of Financial Assets, US Dollars","BFOA_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","548","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-232631578.947368","-207105263.157895","-269736842.105263","-71315789.4736842","149736842.105263","48421052.631579","-362368421.052632","-789473.684210526","1696052631.57895","391578947.368421","495789473.68421","1582368421.05263","1243157894.73684","812631578.947368","-1216427605.58899","-2625066195.93998","2363227968.91524","1278222969.45386","803119156.121208","-1242961619.49127","2314194855.12733","6121063545.79155","-1533573906.8695","3087172920.58108","9101260252.77048","-2806130639.17519","-12353465247.4787","-4308616871.97846","-1811624404.19007","-1119609223.53511","6230882854.51803","3196999435.36721","4893345785.79417","4068810664.41389","6506085385.81313","1211538828.90773","6365078904.09669","14440228098.9478","-5868191361.81256","-1333893806.02698","9129185880.53048","-1226567912.36712","10410217964.748","3275028455.85726","390896269.488126","1076052898.74917","1840529313.80606","2237099326.05904","1104626.02733482","3709650047.44391","-1047398614.83674","-5918782457.46626","35565772.5525262","119893719.561889","-3519770050.3372","3364321627.24763","3255880236.89219","3373077431.15251","-1914370877.84801","-3790529502.17994","-6593081189.28962","2431782680.68083","-584127720.712081","1367516238.94965","235483173.013423","-7384677855.32056","-982100734.546838","-64399827.3387576","3695372477.12276","-945007248.086035","-1120359122.03951","3586843427.11489","-4572954802.40207","7552967675.58702","1759921580.70902","3419182241.37162","4135351104.39202","7806138715.91038","328862671.605238","1399389331.20116","-970196262.514346","-3214054448.81671","-1184751127.70494","-3115845695.59255","-2367866369.27395","4209823925.02573","-83031828.7586677","-110965370.586005","-1646904418.9982","799195400.766186","4399936375.74106","-3266665149.75898",
"Malaysia","548","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","439","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, US Dollars","BFDL_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3004205.89726879","2718759.44834989","3038897.90226569","2468373.96627082","25903421.8928795","1927607.63095183","21516054.3578817","7084223.5705079","9755550.6046946","4266024.95383732","5331556.16571661","7017934.74552056","6038917.48838822","-1002450.43774488","9917920.69055376","18876255.7198684","11668243.4931197","43145931.9415044","14521386.9836651","71478209.2866421","9580954.2521464","26401377.5389364","14283047.0900384","9166666.69212963","10137037.7608514","13892233.3540266","2175351.46113467","8660039.35444831","-2146114.64404752","30839854.3629352","36070388.8182399","12723704.3549362","1456746.76076172","3967729.13963739","-256884.50494664","19781336.0597551","30294046.8590429","16236078.2749879","-290621.639687291","-23485295.1125458","20676617.6991847","9251383.97719982","27085800.8271363","-17515214.4871605","22258935.7260865","-10728058.2214619","-4346290.71252003","16547159.4043023","-193259.12183055","14164648.9104116","2702094.12294528","-18023289.2241627","5414483.74401524","-2535370.90985017","83515308.6183158","-48747646.1416972","-2240913.09739008","-11278470.8151258","-2323150.19165989","3955136.0615634","-4405674.50876729","-4542745.77231563","-8357502.10181228","58028489.3638736","-13467915.9486192","-23260434.4855325","4467245.00677292","-1287424.72141559","284597.579023261","3574799.09629079","-431905.326352463","-572759.555538585","-719690.245318415","10570110.2380447","15573530.6609784","-12115861.447141","-10719322.9901269","7898448.5190409","15514809.5909732","2820874.47108604","37094499.2947814","165162200.282087","126657263.751763","32016925.2468265","55712270.8039492","94499294.7813822","27362482.3695346","132440056.417489","38787023.977433","27785613.5401975","25387870.2397743","66008462.6234133","622002820.874471","92665726.3751763","146685472.496474","51904090.2679831","41748942.1720733","101974612.12976","94640338.5049365","35264278.4451236","27221464.2420915","81523272.2143865","97602256.6995769","31875881.5232722","53737658.674189","97743300.4231312","87165021.1565585","308321579.689704","242595204.513399","288857545.83921","230183356.840621","175176304.654443","436953455.571227","328772919.605078","799858956.276446","418899858.956276","1293088857.54584","1033850493.65303","915655853.314528","301410437.235543","737799717.912553","527926657.263752","661918194.640339","694500209.027073","1039492926.79365","745843118.835134","807183098.591549","234225352.112676","272957746.478873","807464788.732394","917183098.591549","415492957.746479","396302816.901408","489119718.309859","447232394.366197","355739436.619718","363556338.028169","479753521.126761","270739436.619718","372007042.253521","379436619.71831","397464788.732394","457183098.591549","314366197.183099","645016597.72763","456456044.8191","504171527.305094","340953034.190272","357887323.943662","789295774.647887","555915492.957747","475352112.676056","373380281.690141","358873239.43662","391690140.84507","476338028.169014","509718309.859155","356478873.239437","344507042.253521","342253521.126761","612112676.056338","623661971.830986","424225352.112676","369718309.859155","266901408.450704","272816901.408451","216760563.380282","198450704.225352","216056338.028169","215633802.816901","136056338.028169","161971830.985916","302676056.338028","135915492.957747","151408450.704225","170281690.140845","101690140.84507","176478873.239437","179718309.859155","163943661.971831","422253521.126761","195774647.887324","392535211.267606","240845070.422535","232535211.267606","262112676.056338","176197183.098592","171971830.985916","135352112.676056","363521126.760563",,,
"Jordan","439","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, US Dollars","BFDL_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"Lesotho, Kingdom of","666","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lesotho, Kingdom of","666","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lesotho, Kingdom of","666","Financial Account, Other Investment, Net Acquisition of Financial Assets, US Dollars","BFOA_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64297756.2874169","73730306.6601573","69342646.4945007","59054560.6756129","77082516.4035157","80877297.7730103","80176817.658879","36544134.984442","68784487.9335334","66985688.2444764","59001681.8431528","38517266.9361586","49098633.4122982","51342335.7190697","48318833.7419825","31591601.8707961","51238013.8304562","49258026.2394056","48328407.758937","41381376.9142855","78455529.5261044","81452908.0714174","84873197.2777527","71108201.6680765","66105732.1989894","61949986.189508","62320412.4218559","44124859.5106374","62457863.3702791","58701700.7718717","63838142.0944201","45385175.8629652","65905069.201327","65352516.5874911","75259923.8118521","52809955.9876363","63068095.3741753","57032208.6971949","64067322.4062258","37004583.4401163","69142256.086344","69740902.3302192","80764051.0318253","47399134.7057318","139609142.965667","148476111.978223","111751123.88686","122289492.615358","165927316.020125","140540877.320835","153877302.149801","121960479.901272","154745116.519904","127848136.444367","127216079.149144","126712354.428917","152487189.662982","133356549.506443","123302624.660564","124258272.055791","127625494.574135","134569413.632416","140918484.940991","133933273.900683","151851550.89771","131558174.054131","24167614.2008692","117631638.66133","91458197.2649704","77699139.0729275","83092354.4587438","101513396.530886","109961502.227531","81332207.4230119","61496376.5876551","76935692.7850879","74004010.3065231","63666424.7548449","82145709.3300058","61298961.0154357","60457028.0035728","66056365.4293877","61154047.2363794","61746933.6631223","88185931.0991785","63842981.8375263","120316353.539127","94199007.0189178","128776692.792261","118378318.137313","109958084.738525","94938031.7011032","126235008.844557","71010472.0322778","108502149.815414","68007497.5189064","105446514.428948","138284765.149683","115178871.457839","109812356.380552","113103126.091461","84001332.6574795","115883776.17933","148066808.944885","118806669.408959","145263995.091505","9488770.64662863","153636967.13863","100388320.256534","67244198.6485178","200750557.450271","-10887682.9369531","118096000.626843","140499155.608032","132583570.929389","83154645.4990005","-30180165.4199397","9889768.00432103","94485388.9951165","-67043097.0553319","-63251170.6474647","14961945.2755564","-36571655.9538104","-8331536.4541368","-2774246.8427033","-39103053.0139864","88694466.4373387","6582906.08665993","63500320.5351794","-79714931.6304829","5204212.43477451","-76423631.50552","46597391.2290837","-6230765.06893131","23267799.8231347","-54373710.1171158","-7444777.76700013","84846028.7392909","-42727430.3684349","-32925708.5299095","76845068.5870866","12997748.2483641","114861703.293817","10242336.5047322","49520142.1049456","4258490.6204575","51659372.3292684","21642151.7733462","-8895769.24012295","-41604516.6925971","53081243.2123341","-69777092.656692","42108122.2308975","14988418.3008918","38751447.1024565","6619333.05279372","43776405.8167975","18412632.2860629","-38071364.5188037","60584254.8353079","-35636873.9503255","28265427.9559933","9665620.28332458","-27089721.0780848","87611182.8329861","25419861.07075","50075371.5784104","61905185.7630095","-13379339.2155819","58611191.019992","-29963682.5998774","-57788795.6792961",
"Lesotho, Kingdom of","666","Financial Account, Other Investment, Net Acquisition of Financial Assets, US Dollars","BFOA_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho, Kingdom of","666","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, US Dollars","BFDL_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"161850.490663874","891751.300470649","1417555.65903802","771073.801739815","2407749.07823116","1258343.02936644","306849.97442917","1080268.7912898","786382.343959852","415386.544610947","57148.5417718056","1155846.65810087","1821963.47643103","757819.784947976","919326.181189663","1395479.00135526","839372.27977192","1058343.19841057","249295.338579258","107214.81232196","221246.741420276","1703357.55113797","2733752.86485647","1270146.20905703","8314017.93812357","4609588.66892467","4183246.46773188","4239617.51819954","4162776.48519111","3836623.77108145","3740935.35561415","1996558.0964114","4005927.21658065","7100667.50041436","2655553.82578589","2716557.97363727","5126716.96653124","128595.004322221","2606016.42791768","128632.682229633","2826490.95334226","158208.378012551","4285549.37760932","1099578.15774562","1147420.7892932","1372165.71065323","8165909.93912729","4971410.08514043","6413658.94938441","1477088.23522973","14030285.5016645","21348299.2153186","7202237.18215614","5285303.67237849","6148973.91586783","5539690.50154308","9486270.11090967","6129797.27422936","6211734.57830755","7245823.03503431","10646441.6056048","8059009.36233362","6895672.23701783","7078783.29430738","10338965.2037776","9505920.2048837","7436355.62643181","1069445.75824029","4997001.01883196","5541509.61867933","5763055.8311536","5736586.10640136","8178455.85248513","8405179.73594919","8234749.7342842","7585542.76521407","7504679.25200971","8075986.62420303","7756817.25554034","6357762.74469016","5705635.87288008","7378519.30472512","7391195.0310226","7915904.75310922","9222874.50387806","10840652.8986508","11358831.7232083","12525780.8582454","12443345.4759539","13818858.0340445","14316775.978122","15092451.4503225","7291496.76221485","6785640.80078876","6698263.12439267","6662878.95008917","6666739.00541456","6343136.42492407","5717165.03428764","5595246.22635066","18409494.2028177","18771956.7936841","18729596.6228893","19707794.6754925","2975240.3308001","2888622.13838635","2886367.58906487","2259743.00370084","18858019.0014683","22534051.3110809","24472619.6437786","25483667.1574287","2314381.22495949","2303721.42167203","2375244.34912983","2515321.8634754","15783006.5237774","16257024.1110465","15472159.0467792","13661129.5269114","14962256.9278488","14287369.0279013","14043172.9959677","13359904.2617972","13552162.9661457","12778905.7189413","12153180.3152167","11943263.8089874","11601889.2497615","21688112.3303455","32642031.0993529","28528114.3011126","29211663.1980206","29310962.0371367","29627408.4063318","25069976.756104","23372473.9452391","20452788.0454986","18590577.7443315","16818726.3025353","9864775.0364428","9484833.51687783","13614502.2219719","9204654.79130579","11570159.8092688","10531281.3264681","9439315.15846033","9333310.98070342","9206928.74044849","8968502.50932992","8789373.83973907","8767790.726492","7905987.51541043","6756745.50928453","7174225.50813285","6164708.38940013","6225289.20995767","5495203.02498617","-21295013.9384961","-2797678.2848936","-17160810.5737871","793904.811369584","7183662.74157967","1363173.66233195","7791556.46040913","3877992.19671343","-16569218.1215116","-20748149.6192285","-7937607.50392579","-13222398.6185908","-12028619.1375207","20668089.8801718",
"Lesotho, Kingdom of","666","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, US Dollars","BFDL_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Albania","914","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10923655.7834689","0","2680246.58268561","2511202.90976974","0","0","1550321.0172204","0","3820000","10000","6670000","-5745305.09265685","7272899.62397513","425740.001988465","2956985.38300655","80076844.4838736","100950171.75","98398385.9090892","86510340.5625","5823785.61904754","18621157.7741933","185996803.090903","184210825.107695","3637047.87301578","6925591.82539686","15789411.7878789","20034478.0303031","70205198.6875","39271999.3809522","37648535.757575","54964266.609375","-6187084.92307703","60149900.2258048","10789611.0307691","18426018.1875","13483622.4193552","19567351.5555549","-11215794.3333334","6614361.28125","14696148.6349201","13669593.6290326","18836194.6818183","28445554.6875","10777187.1428575","14501155.0967737","7603686","46428527.9076936","35903054.9032242","-1558344.83076925","-5370984.46969703","-21934958.203125","-23489420.1230764","-26891987.7419357","-55429737.0000004","-364989.571428567","-14566189.2857145","-12486820.1904764","-174435.230769225","22714108.75","-4883817.14285702","17731986","1056345.30303028","26072352.1875","8049424.84375","2257896.45161289","22875580.5606059","16915300.1846159","12843675.6190474","10732015.5555552","12483475.9545456","13882402.6969702","40032915.34375","57714805.5714296","48605988.4545452","45157954.6875","55249086.8615408","82315021.629035","67189306.2307716","58023318.3333347","78035533.3650793","75574798.5396853","63418466.5454571","43569328.625",
"Albania","914","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
