"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1950Q1,1950Q2,1950Q3,1950Q4,1951Q1,1951Q2,1951Q3,1951Q4,1952Q1,1952Q2,1952Q3,1952Q4,1953Q1,1953Q2,1953Q3,1953Q4,1954Q1,1954Q2,1954Q3,1954Q4,1955Q1,1955Q2,1955Q3,1955Q4,1956Q1,1956Q2,1956Q3,1956Q4,1957Q1,1957Q2,1957Q3,1957Q4,1958Q1,1958Q2,1958Q3,1958Q4,1959Q1,1959Q2,1959Q3,1959Q4,1960Q1,1960Q2,1960Q3,1960Q4,1961Q1,1961Q2,1961Q3,1961Q4,1962Q1,1962Q2,1962Q3,1962Q4,1963Q1,1963Q2,1963Q3,1963Q4,1964Q1,1964Q2,1964Q3,1964Q4,1965Q1,1965Q2,1965Q3,1965Q4,1966Q1,1966Q2,1966Q3,1966Q4,1967Q1,1967Q2,1967Q3,1967Q4,1968Q1,1968Q2,1968Q3,1968Q4,1969Q1,1969Q2,1969Q3,1969Q4,1970Q1,1970Q2,1970Q3,1970Q4,1971Q1,1971Q2,1971Q3,1971Q4,1972Q1,1972Q2,1972Q3,1972Q4,1973Q1,1973Q2,1973Q3,1973Q4,1974Q1,1974Q2,1974Q3,1974Q4,1975Q1,1975Q2,1975Q3,1975Q4,1976Q1,1976Q2,1976Q3,1976Q4,1977Q1,1977Q2,1977Q3,1977Q4,1978Q1,1978Q2,1978Q3,1978Q4,1979Q1,1979Q2,1979Q3,1979Q4,1980Q1,1980Q2,1980Q3,1980Q4,1981Q1,1981Q2,1981Q3,1981Q4,1982Q1,1982Q2,1982Q3,1982Q4,1983Q1,1983Q2,1983Q3,1983Q4,1984Q1,1984Q2,1984Q3,1984Q4,1985Q1,1985Q2,1985Q3,1985Q4,1986Q1,1986Q2,1986Q3,1986Q4,1987Q1,1987Q2,1987Q3,1987Q4,1988Q1,1988Q2,1988Q3,1988Q4,1989Q1,1989Q2,1989Q3,1989Q4,1990Q1,1990Q2,1990Q3,1990Q4,1991Q1,1991Q2,1991Q3,1991Q4,1992Q1,1992Q2,1992Q3,1992Q4,1993Q1,1993Q2,1993Q3,1993Q4,1994Q1,1994Q2,1994Q3,1994Q4,1995Q1,1995Q2,1995Q3,1995Q4,1996Q1,1996Q2,1996Q3,1996Q4,1997Q1,1997Q2,1997Q3,1997Q4,1998Q1,1998Q2,1998Q3,1998Q4,1999Q1,1999Q2,1999Q3,1999Q4,2000Q1,2000Q2,2000Q3,2000Q4,2001Q1,2001Q2,2001Q3,2001Q4,2002Q1,2002Q2,2002Q3,2002Q4,2003Q1,2003Q2,2003Q3,2003Q4,2004Q1,2004Q2,2004Q3,2004Q4,2005Q1,2005Q2,2005Q3,2005Q4,2006Q1,2006Q2,2006Q3,2006Q4,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,
"Cabo Verde","624","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Equity and Investment Fund Shares, US Dollars","BFPLE_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","624","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","1905841.79010522","0","0","0","136400.243875729","0","184472.531110276","18041.9133015669","3551973.00438119","0","1070745.38832839","4293005.95890882","0","0","0","0","0","0","-20.1935851933866","-40776.8332296634","-1675044.61380893","58114.7572740304","111481.097049782","0","114699.344121096","7155.48793025455","21318.2623276612","-501.658925016589","-3269091.77100316","-3010305.83519057","20024.0948259265","-336.41491172446","21557.3731929107","-333.641905192887","21216.8640087167","-23371.2304907619","21520.6342635494","-1960587.70999838","-66798.5579202323","-2470.17357933774","3393.88368301065","-25659.6449618133","2311.75013966271","-703.760262898275","2098.35238275461","-496.793442886847","3285.22640561753","-489.184286745993","-369753.639271402","-257362.001869327","3182.77052526926","0","-17.6592676427709","0","3483.07891925165","-0.000273022911675982","3404.08925767615","0","3240.54286813727","0","2923.67657821571","0","3096.48820241168","0","3043.67058051802","0","3151.77936748522","0","-141.505914240248","0",
"Cabo Verde","624","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","258","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,"91800000","122900000","145300000","187000000","216000000","137700000","97600000","222200000","167000000","233600000","150200000","219200000","-129400000","-436700000","-172900000","-279500000","-295516416.76","-299336232.37","-268257327.026667","-528912605.326667","-268344593.59","-330585364.3531","-281606231.10748","-247077529.58","-42608500","-25848600","-29520893.61","-13542500","17400000","15900000","17400000","15900000","17900000","17000000","17900000","17000000","15100000","19300000","23200000","25900000","29100000","29600000","39100000","41700000","2636090","2783650","2440780","2952190","1764170","1333440","5475600","-69129.9999999995","130107840","110975860","125974810","127423150","-52586020","-71145770","-58187480","-80893140","46114610","33494120","51198790","42777160","17915530","18120420","17919930","19328890","-7705150","28421950","-2785980","1881960","9865620","77191340","23204260","45001830","-22716300","-79955500","-11846680","-4718330","9454920","43993780","4988160","5890840","20833340","45682000","20367230","55381020","83880440","102930690","77387190","110273470","49934600","51808950","72563970","47443660","207629180","101801120","169802320","161543140","192837240","121416180","483621690","-67625320","148613350","126999940","271169030","107540050","227383320","175184400","152537150","270023140",
"Guatemala","258","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea, The State of","643","Financial Account, Net (with Fund Record), Other Investment Net (with Fund Record), Net incurrence of liabilities (with Fund Record), US Dollars","BFOLFR_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3800701.75438596","19069395.5540355","13111430.2082945","32521267.85368","42911636.7300284","27307439.8693128","37741975.308642","31324077.6548902","15136458.3333333","9580208.33333333","23730208.3333333","15930927.8350515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Afghanistan, Islamic Rep. of","512","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4363599.05997471","-107553.478826964","-545112.862134974","371165.577578161","153702.957497254","4043182.53386029","149496.950977016","113422.817322376","2910339.61403924","-385245.631879607","289930.306649905","3517115.40944323","546310.054798826","127484.892892474","290922.23430614","3490980.43824437","933502.005872559","-388904.329885604","202859.277411146","-2030497.91093611","3398540.13026511","0","0","0","0","-2623568.43","-76478.5199999999",,,,,,,,,,,,,,,,
"Afghanistan, Islamic Rep. of","512","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,
"Qatar","453","Financial Account, Other Investment, Net Acquisition of Financial Assets, US Dollars","BFOA_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12088639010.989","11223735714.2857","11098307967.033","6927571978.02198","19944505494.5055","1885714285.71429","5340384615.38461","9756318681.31868","5431043956.04396","1939835164.83517","3833379120.87912","-199725274.725275","10782417582.4176","2692032967.03297","1682967032.96703","7331318681.31868","11538461.5384615","6824450549.45055","5253021978.02198","6901373626.37363","2745329670.32967","6932142857.14286","4937214130.21514","8202747252.74725","-1050000000","8417857142.85714","3880769230.76923","-182142857.142857","3783241758.24176","2054670329.67033","-2643956043.95604","1535989010.98901","6673901098.9011","-900549450.549451","-2321978021.97802","6300549450.54945","-4776923076.92308","5362087912.08791","300274725.274725","-1160714285.71429","13667032967.033","-1465934065.93407","6439835164.83517","8404670329.67033","4281318681.31868","2043406593.40659","10108516483.5165","6378296703.2967","-7389285714.28571","5902472527.47253","-812087912.087912","7580769230.76923","-400824175.824176","-1527747252.74725","2058791208.79121","9131318681.31868",
"Qatar","453","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-286696978.021978","181748351.648352","-45742857.1428574","808464560.43956","-302472527.472528","-162087912.087912","112637362.637363","658241758.241758","-92307692.3076923","2799175824.17582","1229670329.67033","-670054945.054945","1315659340.65934","835714285.714286","498351648.351648","-2261813186.81319","264010989.010989","219230769.230769","719505494.505494","-156868131.868132","96703296.7032967","441483516.483517","-789010989.010989","1845054945.05494","409615384.615385","-746703296.703297","1758241758.24176","384890109.89011","477747252.747253","1401098901.0989","61538461.5384615","2268681318.68132","124175824.175824","-438461538.461538","513461538.461538","303846153.846154","-473076923.076923","4109890109.89011","3536538461.53846","543406593.406593","-1345879120.87912","-662087912.087912","1073901098.9011","1286538461.53846","1520054945.05494","-739285714.285714","-180769230.769231","2423901098.9011","2747802197.8022","7028846153.84615","165934065.934066","2682417582.41758","14094780219.7802","2428846153.84615","-1828021978.02198","836263736.263736",
"Afghanistan, Islamic Rep. of","512","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","9981996.02521271","-43291.3267243962","27208077.4406562","24171421.7243955","27034365.0102375","336279.703753571","20914647.9581296","-8521628.80985814","13852274.487739","25777276.2560795","28921795.6511305","5181289.66167524","6572663.11557447","10650617.9231418","3765801.04728077","11914320.0192064","17392101.7145638","15588664.8501783","35641979.5517658","15430212.1724925","9995519.27861516","18468622.4161532","38900942.3902231","18060672.6016852","21251510.3042654","36297943.9558775","-33803241.7862595","-12367014.1627156","-24180180.5389557","43784073.0082694","-14731486.3072252","105864569.181381","3460544.25324356","-16662221.6811405","17452106.8052956","-37139728.0534258","20155445.8061321","-18198821.8051295","41189587.7483525","76716672.0203924","-36464196.7190345","-28982743.8448434",,,,,,,,,,,,,,,,
"Afghanistan, Islamic Rep. of","512","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,
"United States","111","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3000000000","710000000","-170000000","-1480000000","-220000000","690000000","390000000","600000000","2300000000","2520000000","1190000000","2070000000","2690000000","2360000000","3080000000","3850000000","4340000000","5060000000","10430000000","8340000000","2230000000","50000000","3330000000","3810000000","1690000000","780000000","2170000000","-320000000","3680000000","650000000","3210000000","2370000000","5950000000","3060000000","4430000000","2890000000","5630000000","3370000000","3430000000","1750000000","2110000000","2390000000","-2610000000","650000000","-50000000","3150000000","5740000000","22170000000","10260000000","18510000000","17120000000","25820000000","17790000000","23350000000","14501000000","12238000000","15049000000","15692000000","10012000000","11148000000","29593000000","21037000000","5379000000","20721000000","29910000000","7310000000","30680000000","18830000000","-650000000","9700000000","11110000000","17810000000","2890000000","18450000000","7200000000","18580000000","14690000000","26330000000","5950000000","30620000000","11540000000","14500000000","17990000000","46030000000","27820000000","17500000000","43700000000","49500000000","48250100000","56256600000","66519500000","22802600000","57005800000","52823400000","99352000000","112541400000","86142800000","75874800000","68418700000","35640600000","41718000000","67936000000","-14740000000","50693000000","23533000000","15848000000","88388000000","38639000000","67916000000","36736000000","55207000000","88507000000","81416000000","62987000000","55385000000","110240000000","82401000000","148442000000","111296000000","107949000000","101620000000","172355000000","87359000000","154848000000","215546000000","214906000000","161909000000","213192000000","165735000000","148366000000","183308000000","245370000000","182051000000","241818000000","268705000000","288679000000","334183000000","288604000000","52805000000","205403000000","165478000000","184575000000","14673000000","32153000000","80827000000","21813000000","-13651000000","49060000000","122144000000","96958000000","288165000000","134214000000","110219000000","71208000000","58192000000","-51350000000","185692000000","-22822000000","191767000000","153315000000","170826000000","22163000000","130004000000","251636000000","144764000000","77207000000","159263000000","162063000000","76331000000","265757000000","-116021000000","175149000000","54614000000","51038000000","97325000000","167991000000","102632000000","238525000000","213826000000","86195000000","147603000000","20076000000","102887000000","-124407000000","199024000000","59161000000","192353000000","74356000000","-245899000000","298865000000","47437000000","158738000000","290952000000","112629000000","71177000000","192411000000","380954000000","85858000000","267639000000","23347000000","261909000000","342650000000","259616000000","233888000000","321802000000","159946000000","364628000000","162563000000",
"United States","111","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan, Islamic Rep. of","512","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, US Dollars","BFDL_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9964250","21118790","9270000","5680700","13455988","25469800","11500758.5","147086180.98","13634400","10079750","19974101","10512300","11340671","19426800","10893650","15959723","22253985","10156151","8453801","20661923","9712502","9716920","8220001","12014263.2","9908900","8027500","13024599.3","17795006","33177015","77978066","40196521","17735008","21535661","23528773.8","30791872.5","8098264.125","17163944","13385682.38","12886006.26","39665279.4360482","45667253.292248","24963072.1956492","9139500.79123199","8810968.52099221","11968460.2332869","-4181459.50671014","6806584.39968003","3190511.72219911","3016242.80366591","4779655.74448084","1983737.71285418","5150244.03176602",,,,,,,,,,,,,,,,
"Afghanistan, Islamic Rep. of","512","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, US Dollars","BFDL_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,
"Cabo Verde","624","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","-1563709.67741935","0",,,,,,,,,,,,,"0","0","0","0","0","35151.2742920085","93604.6869278995","0","249091.197765928","26950.8797460648","102379.827927286","16815.9819249343","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31257.6939731995","0","0","0","710921.445788707","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Cabo Verde","624","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritania, Islamic Rep. of","682","Financial Account, Other Investment, Net Acquisition of Financial Assets, US Dollars","BFOA_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3967137.80812792","5612096.97917661","-26011020.7435894","87719434.0293095","45635219.9329107","-52299123.9339043","-197572911.9837","-102470675.631584","-18629552.631962","-221236675.517621","-215088051.236642","-231486521.98508","-125415562.107564","-139031699.743804","-73448538.323403","-88742625.7307205","-54497927.7405996","-64156557.2811766","-29433646.9025922","-28802320.8959483","3846626.81760052","-144957508.478505","-12361018.1530906","-42675864.0490237","90042710.8144644","-200402446.03459","-19023288.6059409","-59328166.5642196","35784941.9016385","-42220801.8134505","122376629.935757","-152287707.35023","37094509.7145168","-57398378.153242","164907637.514332","267551182.679112","212280392.176119","-91250065.7870927","247225934.932196","-377286525.375588","126335076.460359","202483579.085152","58165024.5085451","-95509164.6141249","-78225178.738266","-125775034.461935","224818682.439929","169603378.10418",,,,,
"Mauritania, Islamic Rep. of","682","Financial Account, Other Investment, Net Acquisition of Financial Assets, US Dollars","BFOA_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,
"Mauritania, Islamic Rep. of","682","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mauritania, Islamic Rep. of","682","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,"K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
