Time Series Search Export,Search term,Search filters,,Last update of Credit to the non-financial sector data,Downloaded at,Source,Source URL,Download URL,About Credit to the non-financial sector
,,,,2025-06-16,2025-06-23 17:56 CEST,BIS,"https://data.bis.org/topics/TOTAL_CREDIT/BIS,WS_TC,2.0/Q.RU.P.B.M.USD.A?","https://data.bis.org/topics/TOTAL_CREDIT/BIS,WS_TC,2.0/Q.RU.P.B.M.USD.A?&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code",https://data.bis.org/topics/TOTAL_CREDIT

DATAFLOW_ID,KEY,FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,VALUATION,UNIT_TYPE,TC_ADJUST,Unit,Unit multiplier,TIME_PERIOD,OBS_CONF,OBS_PRE_BREAK,OBS_STATUS,OBS_VALUE
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2017-06-30,F,,A,765.908
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2017-09-30,F,,A,796.103
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2017-12-31,F,,A,805.992
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2018-03-31,F,,A,827.543
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2018-06-30,F,,A,780.863
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2018-09-30,F,,A,772.32
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2018-12-31,F,,A,744.948
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2019-03-31,F,,A,824.612
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2019-06-30,F,,A,865.542
"BIS,WS_TC,2.0",Q.RU.P.B.M.USD.A,Q,RU,P,B,M,USD,A,US dollar,Billions,2019-09-30,F,,A,861.331
