"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,2001Q4,2002Q1,2002Q2,2002Q3,2002Q4,2003Q1,2003Q2,2003Q3,2003Q4,2004Q1,2004Q2,2004Q3,2004Q4,2005Q1,2005Q2,2005Q3,2005Q4,2006Q1,2006Q2,2006Q3,2006Q4,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,"Base Year",
"Cyprus","423","Other Depository Corporations Survey, Claims on Private  Sector (Euro Area-Wide-Residency), Euros","FOSAOPEA_EUR","Value",,,,,,,,,,,,,,,,,"23761000000","24219000000","25621000000","26178000000","26985000000","27713000000","30117000000","31167000000","33040000000","34849000000","37053000000","39869000000","42044000000","42080000000","43915000000","44390000000","45490000000","45980000000","46468000000","45544000000","47464000000","47509000000","48938000000","49408000000","50331000000","50183000000","51596000000","51246000000","51546000000","50422000000","48833000000","47450000000","47964000000","47420000000","47567000000","46613000000","45378000000","46469000000","46098000000","46035000000","46170000000","45033000000","42651000000","41991000000","41861000000","41404000000","40935000000","39986000000","39468000000","37246000000","37281000000","30633000000","30391000000","30469000000","26815000000","26534000000","26080000000","25957000000","24930000000","24880000000","25211000000","25210000000","23554000000","23481000000","23830000000","23720000000","23945000000","23517000000","22098000000","21338000000","21307000000","20989000000","20886000000","21023000000","21170000000","21024000000","21337000000","",
"Portugal","182","Other Depository Corporations Survey, Claims on Private  Sector (Euro Area-Wide-Residency), Euros","FOSAOPEA_EUR","Value","158488000000","162142000000","165492000000","167974000000","172396000000","174957000000","179118000000","178781000000","179033000000","182249000000","186200000000","187467000000","188020000000","189745000000","194580000000","196848000000","200899000000","210210000000","217964000000","222394000000","227095000000","232515000000","242261000000","248781000000","255898000000","261757000000","269702000000","272326000000","278345000000","279616000000","283749000000","285627000000","287683000000","288034000000","289187000000","289931000000","285472000000","286290000000","287608000000","285018000000","279915000000","275795000000","271818000000","265881000000","260598000000","257081000000","255010000000","249524000000","246350000000","244048000000","240956000000","238396000000","227308289889.069","226001350000","224462840000","222383820000","218095840000","216420560000","215460630000","213731420000","209858560000","208352670000","207025580000","205092617382.559","203373110000","203779638960.529","204285830000","204029210000","202276950501.284","202155787240.261","206396648771.227","205764440000","203909520000","205801950000","209386740000","210916720000","213161920000","214992450000","216719970000","218133810000","218038750000","220917750000","223549525834.773","224335000000","222768000000","221888000000","222407000000","222129000000","221514000000","222410000000","225154000000","226783689508.642","229018000000","",
"Estonia, Rep. of","939","Other Depository Corporations Survey, Claims on Other Financial Corporations (Euro Area-Wide-Residency), Euros","FOSAOFEA_EUR","Value",,,,,,,,,,"1767330216.18036","1898601704.36444","1933958358.65977","1987295458.92478","1853570000","1874560000","1849860000","1421990000","1471360000","1398360000","780370000","802670000","836960000","967970000","1033040000","1042250000","955000000","991000000","927000000","835000000","731000000","724000000","647000000","596000000","546000000","580000000","493000000","482000000","502000000","491000000","487000000","583000000","594000000","699000000","623000000","524000000","646000000","737000000","789000000","1082000000","925000000","1016000000","1093000000","1217000000","1386000000","1411000000","1673000000","1766000000","2293000000","2301000000","2320000000","2260000000","2254000000","2381000000","2449000000","2551000000","2555000000","2593000000","2614000000","2697000000","2956000000","2979000000","3017000000","2916000000","2888000000","2875000000","2932000000","2933000000","2971000000","3075000000","3350000000","3405000000","3499000000","3896000000","4023000000","4122000000","4056000000","4088000000","4954000000","5068000000","5177000000","4868000000","4946000000","5775000000","",
"Slovenia, Rep. of","961","Other Depository Corporations Survey, Claims on Private  Sector (Euro Area-Wide-Residency), Euros","FOSAOPEA_EUR","Value",,,,,,,,,,"11137000000","11570000000","12009000000","12538180585.4801","13359600000","14017370000","14763320000","15450060000","16367999068.5937","17339500000","18247620000","19153590000","20551420000","22061030000","23679720000","25137679128.5585","26327439114.3804","27741620000","28836481229.553","29217640000","29579940000","29721500000","30248010000","30425410000","30850640000","31203530000","31259620000","31201200000","31307350000","31418860000","31124110000","30607570000","30589020000","30295470000","29992970000","28957460000","28526800000","28133272548.4145","27775020000","24019780000","23590600000","23050240000","22586310000","20688290332.2404","20689740000","20431860000","19945190000","19512450000","18910740000","18862800000","18577440000","18966800000","19143790000","19391330000","19591610000","19686410000","19846500000","19907370000","20204900000","20173100000","20510063207.5472","20715120000","21021510000","20894390000","21438991563.0252","20943190000","20954560000","20857910000","21207220000","21233410000","21493230000","22062935712.693","22833540000","23446000000","24115341836.7347","24168000000","24274646748.6819","24499000000","24504000000","24228000000","24379000000","24778000000","25012000000","24921000000","",
"Italy","136","Other Depository Corporations Survey, Claims on Other Financial Corporations (Euro Area-Wide-Residency), Euros","FOSAOFEA_EUR","Value","209437449423.368","212454779287.85","222120801071.72","207779859084.379","223601417194.113","233416000000","238676000000","233432000000","241466000000","233075000000","232233000000","228329000000","239745000000","244923000000","250195000000","249258000000","264271000000","265825000000","278209000000","278084000000","287157000000","292030000000","313763000000","300310000000","309806000000","316763000000","337895000000","348673000000","504686000000","521844000000","509008000000","512192000000","515336000000","524558000000","636561000000","662369000000.001","627586000000","572449000000","560804000000","626475000000","647938000000","649001000000","671960000000","707842000000","714033000000","685740000000","648263000000","641347000000","625492000000","590132000000","595561000000","601103000000","628635000000","655299000000","590288000000","583899000000","565175000000","592753000000","577539000000","569561000000","561273000000","535452000000","508590000000","505083000000","528426000000","510137000000","516385000000","513993000000","525274000000","541681000000","545387000000","568286000000","563736000000","568364000000","558523000000","521485000000","515492000000","487941000000","473416000000","472730000000","475398000000","497967000000","521986000000","551039000000","564470000000","545003000000","538839000000","535636000000","499878000000","502782000000","500644000000","649408000000","631463000000","",
"Finland","172","Other Depository Corporations Survey, Claims on Public Nonfinancial Corporations (Euro Area-Wide-Residency), Euros","FOSAONEA_EUR","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Slovak Rep.","936","Other Depository Corporations Survey, Claims on Public Nonfinancial Corporations (Euro Area-Wide-Residency), Euros","FOSAONEA_EUR","Value",,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Estonia, Rep. of","939","Other Depository Corporations Survey, Claims on Private  Sector (Euro Area-Wide-Residency), Euros","FOSAOPEA_EUR","Value",,,,,,,,,,"3028049783.81964","3271978295.63556","3580821641.34023","3976074541.07522","4342520000","4887230000","5617280000","6470380000","7178440000","8287160000","9290950000","10440330000","11326370000","12260580000","13116100000","13859750000","14332000000","14799000000","15118000000","15057000000","14917000000","14809000000","14648000000","14440000000","14301000000","14113000000","13975000000","13786000000","13489000000","13456000000","13287000000","13103000000","12987000000","12981000000","13131000000","13152000000","13197000000","13043000000","13173000000","13204000000","13265000000","13440000000","13621000000","13624000000","13678000000","13855000000","14229000000","14328000000","14535000000","14752000000","15039000000","15287000000","15463000000","15602000000","15124000000","15396000000","15636000000","15784000000","15942000000","16193000000","16385000000","16676000000","16819000000","16761000000","17055000000","17024000000","17230000000","17567000000","17768000000","17988000000","18182000000","18897000000","19225000000","19915000000","20626000000","21087000000","21104000000","21476000000","22074000000","22413000000","22506000000","22988000000","23528000000","24544000000","",
"Estonia, Rep. of","939","Other Depository Corporations Survey, Claims on State and Local Government (Euro Area-Wide-Residency), Euros","FOSAOGEA_EUR","Value",,,,,,,,,,"153350678.956312","138726285.586302","140317483.897755","155325631.34394","154810000","139080000","146700000","155880000","153570000","143170000","140120000","150500000","150490000","147730000","147900000","172090000","180000000","161000000","166000000","226000000","258000000","264000000","275000000","269000000","288000000","277000000","278000000","307000000","304000000","305000000","303000000","319000000","321000000","316000000","317000000","327000000","332000000","328000000","361000000","372000000","380000000","403000000","385000000","443000000","372000000","364000000","376000000","407000000","434000000","422000000","421000000","452000000","445000000","441000000","459000000","498000000","451000000","445000000","427000000","476000000","468000000","458000000","458000000","364000000","364000000","373000000","392000000","577000000","565000000","560000000","569000000","628000000","628000000","614000000","613000000","687000000","675000000","664000000","699000000","796000000","795000000","779000000","815000000","857000000","",
"Ireland","178","Other Depository Corporations Survey, Claims on Other Financial Corporations (Euro Area-Wide-Residency), Euros","FOSAOFEA_EUR","Value","51204407356.3218","51112327356.3218","49486322298.8506","52171161839.0805","50776275862.069","50860000000","52073000000","52082000000.0001","52538000000","54417000000.0001","52332000000","50769000000","55872000000","57208999999.9999","64457000000","66765999999.9999","78471000000","80719000000","87640000000","92825000000","96724000000.0001","151214000000","166710000000","175262000000","205315000000","253228000000","261721000000","238558000000","189826000000","176009000000","176746000000","172941000000","167712000000","164517000000","172392000000","174399000000","177129000000","176395000000","176678000000","176316000000","190275000000","183500000000","178996000000","178439000000","165372000000","159885000000","151250000000","150016000000","140165000000","129376000000","140497000000","136971000000","134898000000","136160000000","119858000000","116000000000","114904000000","113273000000","113813000000","113313000000","105548000000","96859000000","92580000000","89640000000","87927000000","85250000000","81931000000","81250000000","82706000000","83092000000","91338000000","114244000000","111518000000","136587000000","130542000000","127798000000","151927000000","148579000000","141329000000","151895000000","138025000000","164850000000","169936000000","203327000000","185301000000","166125000000","175441000000","184936000000","173543000000","172705000000","171377000000","179322000000","183079000000","",
"Cyprus","423","Other Depository Corporations Survey, Claims on Public Nonfinancial Corporations (Euro Area-Wide-Residency), Euros","FOSAONEA_EUR","Value",,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Lithuania","946","Other Depository Corporations Survey, Claims on Other Financial Corporations (Euro Area-Wide-Residency), Euros","FOSAOFEA_EUR","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1171000000","1309000000","1281000000","1220000000","1128000000","1129000000","1176000000","1240000000","1368000000","1258000000","1487000000","1521000000","1548000000","1453000000","1202000000","1099000000","1118000000","1114000000","1163000000","1114000000","1165000000","1179000000","1049000000","1333000000","1424000000","1424000000","1552000000","1502000000","1575000000","1461000000","1454000000","1461000000","1746000000","1776000000","1693000000","1571000000","1584000000","1611000000","1575000000","1413000000","1342000000","1375000000","1413000000","1399000000","1535000000","1694000000","1855000000","2013000000","2205000000","6471000000","8940000000","9755000000","10042000000","9535000000","9340000000","10182000000","10429000000","10715000000","12835000000","",
"Estonia, Rep. of","939","Other Depository Corporations Survey, Claims on Public Nonfinancial Corporations (Euro Area-Wide-Residency), Euros","FOSAONEA_EUR","Value",,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Germany","134","Other Depository Corporations Survey, Claims on Other Financial Corporations (Euro Area-Wide-Residency), Euros","FOSAOFEA_EUR","Value","81179651642.9605","86410113989.5764","91705621536.724","94083863645.4547","98191629219.1673","110356000000","106559000000","112053000000","112113000000","115641000000","110927000000","119278000000","122976000000","136835000000","149896000000","159717000000","162396000000","204226000000","210461000000","220633000000","202419000000","243392000000","249796000000","274118000000","276959000000","320529000000","332684000000","377925000000","395690000000","442855000000","473464000000","459706000000","442315000000.001","438264000000","557833000000","562464000000","1536692000000","1334828000000","1308894000000","1759385000000","1707158000000","1648444000000","1728442000000","1738854000000","1602016000000","1516781000000","1372054000000","1201250000000","1127635000000","1116202000000","1161115000000","1249278000000","1340721000000","1482600000000","1237753000000","1279365000000","1216768000000","1320573000000","1360086000000","1290039000000","1163275000000","1110500000000","1068668000000","1039743000000","1015599000000","972817000000","983979000000","955143000000","980628000000","1091524000000","1226010000000","1406771000000","1254283000000","1552268000000","1546535000000","1477337000000","1408030000000","1274189000000","1262562000000","1253244000000","1217391000000","1597320000000","1968680000000","2308363000000","2204927000000","2102822000000","2191583000000","2324650000000","1990275000000","2000363000000","1955947000000","1808552000000","2303468000000","",
"Germany","134","Other Depository Corporations Survey, Net Claims on Central Government (Euro Area-Wide-Residency), Euros","FOSGEA_EUR","Value","179369000000","183784000000","181253000000","185166000000","168240000000","181988000000","157508000000","153864000000","147618000000","180448000000","176342000000","183329000000","179799000000","202254000000","186191000000.001","174293000000","168396000000","171759000000","162807000000","143200000000","135063000000","141164000000","130386000000","117977000000","97344000000","111391000000","105194999999.999","84468000000","81853000000","90742000000","84449000000","106663000000","106491000000","120166000000","119321000000","126850000000","191706000000","173536000000","150261000000","139354000000","116738000000","118487000000","114455000000","123133000000","123557000000","123524000000","120765000000","134273000000","130359000000","137239000000","144478000000","152951000000","161544000000","175306000000","170097000000","170692000000","159466000000","165260000000","158743000000","158375000000","153215000000","146333000000","139815000000","137219000000","133410000000","129127000000","125294000000","123523000000","114378000000","115205000000","110922000000","119740000000","116589000000","125309000000","131697000000","112763000000","91738000000","98900000000","91015000000","94367000000","83546000000","85153000000","87000000000","83154000000","52005000000","50512000000","65731000000","69401000000","75791000000","80997000000","86419000000","103718000000","104881000000","",
"Belgium","124","Other Depository Corporations Survey, Claims on State and Local Government (Euro Area-Wide-Residency), Euros","FOSAOGEA_EUR","Value","24588000000","23113000000","23480000000","23021000000","23776000000","23465000000","23159000000","22874000000","22636000000","23494000000","25218000000","24111000000","24377000000","25972000000","26232000000","25799000000","25438000000.0001","26360000000","26306000000","25361000000","25103000000","24428000000","24884000000","23828000000","24143000000","24481000000","25811000000","24106000000","23795000000","23336000000","22366000000","24249000000","18954000000","19883000000","22407000000","23273000000","21568000000","24947000000","24647000000","23153000000","22689000000","25147000000","25620000000","26778000000","24950000000","27793000000","30181000000","29342000000","27724000000","30852000000","31709000000","31402000000","40407000000","41104000000","43136000000","42112000000","40238000000","40741000000","43350000000","45242000000","43453000000","43098000000","43699000000","42924000000","42063000000","42838000000","46025000000","43166000000","42134000000","42607000000","43031000000","43514000000","41780000000","45131000000","48623000000","49644000000","43543000000","43144000000","43365000000","42715000000","42698000000","42698000000","46768000000","44561000000","45582000000","46627000000","46281000000","44612000000","44430000000","44705000000","46666000000","46029000000","46171000000","",
"Cyprus","423","Other Depository Corporations Survey, Claims on State and Local Government (Euro Area-Wide-Residency), Euros","FOSAOGEA_EUR","Value",,,,,,,,,,,,,,,,,"486000000","486000000","509000000","518000000","514000000","735000000","738000000","746000000","728000000","711000000","745000000","743000000","743000000","754000000","761000000","761000000","733000000","741000000","746000000","475000000","501000000","505000000","518000000","520000000","513000000","515000000","522000000","529000000","510000000","509000000","506000000","495000000","480000000","471000000","473000000","467000000","451000000","443000000","444000000","441000000","433000000","432000000","413000000","411000000","387000000","383000000","385000000","381000000","356000000","364000000","364000000","96000000","97000000","100000000","99000000","101000000","78000000","71000000","70000000","69000000","65000000","63000000","79000000","80000000","77000000","77000000","80000000","109000000","102000000","130000000","124000000","124000000","119000000","170000000","163000000","258000000","245000000","",
"Cyprus","423","Other Depository Corporations Survey, Net Claims on Central Government (Euro Area-Wide-Residency), Euros","FOSGEA_EUR","Value",,,,,,,,,,,,,,,,,"4127000000","4602000000.00001","4548000000","4509000000","4545000000","5090000000.00001","4771000000","4522000000","4603000000","4236000000","4117000000","4009000000","5865000000","8882000000.00001","10119000000","9983000000","12466000000","14925000000.0001","16293000000.0001","16340000000","16033000000","16469000000","11360000000","11301000000","9356000000","5403000000","7307000000","7433000000","6767000000","6833000000","6048000000","5681000000","5660000000","5645000000","6132000000","4887000000","4911000000","4803000000","4097000000","3664000000","3288000000","3318000000","3255000000","2768000000","2603000000","3087000000","3376000000","3380000000","3257000000","2960000000","2954000000","6719000000","5893000000","6125000000","6092000000","5946000000","5105000000","5068000000","6116000000","6179000000","5342000000","5491000000","4509000000","4690000000","4083000000","3973000000","3805000000","3641000000","3100000000","3184000000","3630000000","3382000000","3568000000","3512000000","3554000000","3734000000","4066000000","",
"Malta","181","Other Depository Corporations Survey, Claims on Other Financial Corporations (Euro Area-Wide-Residency), Euros","FOSAOFEA_EUR","Value",,,,,,,,,,,,,,"1129646173.75837","1217346239.0929","1457800000","2093144260.31696","2595040000","1676500000","1561780000","550480000","514190000","619963631.627276","924560000","789460000","1018420000","1169550000","1492956089.11346","1621873671.21583","1851710000","1024050000","967483298.210848","974653549.264387","1057750000","1287090000","1362260000","1308680000","1246550000","1226580000","1858520000","1914150000","1856377219.56609","1852490000","2410620000","2580301278.50356","2308450000","1704126971.24903","1617380000","1260070000","1279680000","1219120000","1301390000","1720680000","2139860000","2560290000","2786760000","2718160000","2798790000","3077150000","2999650000","3322230000","3615230000","3525460000","3528460000","3644430000","3869480000","4387270000","4963080000","4370677561.64384","4352360000","4205610000","4033823132.91139","3720000000","4018974179.38931","3808830000","3682440000","3506760000","3414220000","3398920000","2923140000","2686026402.31379","2655630000","2623560000","2714060000","2573497321.81425","2396410000","2424592191.78082","2416100000","2337420000","2384360000","2374630000","2376990000","2390760000","",
"Malta","181","Other Depository Corporations Survey, Claims on Private  Sector (Euro Area-Wide-Residency), Euros","FOSAOPEA_EUR","Value",,,,,,,,,,,,,,"5656243826.24163","5694073760.9071","5783770000","5898655739.68304","6209020000","6509270000","6704180000","6868190000","7051980000","7040056368.37272","7289850000","7539170000","7799570000","8231670000","8793933910.88654","8694876328.78417","8766830000","8812610000","8984976701.78915","9202456450.73561","9569540000","9410080000","9373420000","9442810000","9416810000","9377090000","9578560000","9781440000","9946472780.43392","9839750000","9976140000","9683158721.49644","9878170000","9643233028.75097","9633420000","9620280000","9746380000","9834640000","10129040000","10269860000","10072740000","9682490000","9670070000","9758530000","10074000000","10201350000","10187410000","10146910000","10455320000","10510260000","10740940000","10744230000","11010420000","11155270000","11466590000","11198602438.3562","11424930000","11393380000","11460746867.0886","11554590000","11750145820.6107","11802810000","11929880000","12058180000","12225650000","12219850000","12362580000","12417993597.6862","12607930000","12900000000","13213000000","13378522678.1857","13703000000","13975417808.2192","14316000000","14590000000","14787000000","15116000000","15265000000","15430000000","",
"Germany","134","Other Depository Corporations Survey, Claims on State and Local Government (Euro Area-Wide-Residency), Euros","FOSAOGEA_EUR","Value","480336000000","479776000000","478905000000","482676000000","493455000000","493333000000","494812000000","497949000000","508763000000","512613000000","511501000000","512755000000","514831000000","516746000000","520479000000","520431000000","523992000000","519915000000","515851999999.999","511983000000","517433000000","511666000000","503016000000","496442000000","499192000000.001","489296999999.999","487579000000","484817000000","484669000000.001","480383000000","484338000000","489754999999.999","493924000000","499493000000","534730000000","533624000000","534649000000","536546000000","531151000000","525040000000","530990000000.001","540849000000","576847000000","571305000000","565602000000","561283000000","558885000000","558269000000","562464000000","560723000000","553595000000","554419000000","550923000000","553003000000","545880000000","549142000000","545559000000","544151000000","534661000000","530387000000","513644000000","503099000000","489227000000","480138000000","467926000000","451375000000","438654000000","429340000000","427193000000","422212000000","415014000000","415879000000","409932000000","417817000000","427647000000","419859000000","413430000000","409759000000","405572000000","399505000000","391068000000","391068000000","383274000000","374952000000","375464000000","375997000000","371695000000","375519000000","376115000000","387726000000","392348000000","397938000000","405637000000","",
"Germany","134","Other Depository Corporations Survey, Claims on Private  Sector (Euro Area-Wide-Residency), Euros","FOSAOPEA_EUR","Value","2527148348357.04","2511215886010.42","2504305378463.28","2511251136354.55","2532601370780.83","2514459000000","2523212000000","2522535000000","2518827000000","2513851000000","2510694000000","2497644000000","2497284000000","2482913000000","2495035000000","2506578000000","2511231000000","2539275000000","2550095000000","2567761000000","2561692000000","2556887000000","2551444000000","2563096000000","2573659000000","2599262000000","2612055000000","2638094000000","2639305000000","2622363000000","2609442000000","2594721000000","2572746000000","2554881000000","2430232000000","2397819000000","2404924000000","2413219000000","2413911000000","2425243000000","2420827000000","2425282000000","2417673000000","2434285000000","2429249000000","2434943000000","2431579000000","2437332000000","2435632000000","2441732000000","2455260000000","2465424000000","2456065000000","2476525000000","2485121000000","2491241000000","2505226000000","2518348000000","2539625000000","2560534000000","2575606000000","2599287000000","2623403000000","2648383000000","2667333000000","2695001000000","2722156000000","2755891000000","2779591000000","2817405000000","2866060000000","2893403000000","2916908000000","2959653000000","2996455000000","3019068000000","3044436000000","3092198000000","3111930000000","3153789000000","3207866000000","3260988000000","3319167000000","3400589000000","3404196000000","3417643000000","3435759000000","3438928000000","3444000000000","3459660000000","3461596000000","3468040000000","3475583000000","",
"Greece","174","Other Depository Corporations Survey, Claims on State and Local Government (Euro Area-Wide-Residency), Euros","FOSAOGEA_EUR","Value","1537000000","1483000000","1415000000","980000000","1766000000","1681000000","1647000000","1937000000","1888000000","1790000000","1794000000","1723000000","1871000000","1848000000","1894000000","1709000000","1804000000","1628000000","1683000000","1501000000","1562000000","1548000000","1559000000","1413000000","1538000000","1516000000","1493000000","1496000000","1539000000","1537000000","1550000000","1553000000","1699000000","1667000000","1917000000.00001","1878000000","2636000000","2556000000","2812000000","2973000000","2187000000","1769000000","1974000000","1711000000","1811000000","1749000000","1728000000","1732000000","1581000000","1618000000","1618000000","1594000000","1562000000","1471000000","1365010671.2084","1335971082.25108","1342998631.12833","1288982128.24957","1260000000","1225000000","353000000","358000000","347000000","333000000","293000000","312000000","303000000","296000000","283000000","279000000","247000000","234000000","224000000","218000000","217000000","257000000","240000000","245000000","262000000","253000000","237000000","237000000","174000000","167000000","172000000","158000000","153000000","144000000","139000000","132000000","130000000","121000000","119000000","",
"Spain","184","Other Depository Corporations Survey, Claims on State and Local Government (Euro Area-Wide-Residency), Euros","FOSAOGEA_EUR","Value","37162000000","37843000000","39778000000","36893000000","37867000000","38266000000","39928000000.0001","38529000000","40265000000","39829000000","41984000000.0001","40345000000","39519000000","40858000000","43046000000","42837000000","43819000000","43057000000","43382000000","41273000000","42583000000","42664000000","44586000000","43334000000","45680000000","46355000000","50426999999.9999","49319000000","56375000000","58191000000","64784000000","65834000000","69109000000","76116000000","83484000000","85925000000","87160000000","94128000000","98363000000","98941000000","100780000000","105363000000","107784000000","106596000000","100913000000","100319000000","102407000000","98783000000","98441000000","99474000000","100059000000","99344000000","103163000000","104604000000","99505000000","97404000000","92799000000","95089000000","95918000000","90865000000","84430000000","86616000000","85880000000","80351000000","77257000000","77089000000","78153000000","72703000000","69108000000","71624000000","75140000000","70428000000","67211000000","73013000000","74104000000","72488000000","77963000000","82850000000","88389000000","88654000000","88514000000","88514000000","93718000000","86636000000","85945000000","88124000000","90289000000","85482000000","83383000000","84634000000","89369000000","81791000000","82459000000","",
"Slovak Rep.","936","Other Depository Corporations Survey, Claims on Private  Sector (Euro Area-Wide-Residency), Euros","FOSAOPEA_EUR","Value",,,,,,,,,,,,,,,,,,"16266100000","17376820000","17923450000","19209180000","19840280000","21289700000","22495375380.976","23971255041.2512","25371340000","26680900000","27984730000","28521490000","28948092677.11","29032370000","29517230000","29383017805.4789","29655050000","30019617553.1611","30656550000","31190370000","31797337035.6905","32794213124.9581","33415690000","33694230000","33933735369.3457","34102250000","34457780000","34740840000","35266060000","35604066242.7184","36112480000","36779080000","37415800000","38024780000","38981500000","39242628077.5","40222399739.2924","41256350000","42062030000","43011350000","43425220000","44146180000","45624470000","46839550000","48113410000","49312310000","50704470000","51469520000","52845420000","54380280000","55572220000","56443200000","57334480000","58232220000","59737870000","60150570000","61016120000","61771070000","62939140000","63222290000","64216110000","64847060000","66621690000","67642189171.7635","69724120000","72062000000","74316000000","74840000000","75553000000","76520000000","77333000000","77156000000","77336000000","77882000000","78525000000","78939000000","",
"Austria","122","Other Depository Corporations Survey, Claims on Other Financial Corporations (Euro Area-Wide-Residency), Euros","FOSAOFEA_EUR","Value","30921908284.8435","31643896093.1006","32930659878.0826","33151285628.5213","33423750000","35433000000","35812000000","35642000000","36852000000","37424000000","39708000000","40978000000","43822000000","44378000000","49012000000","50986000000","54123000000","56346000000","57416000000","58941000000","60407000000","62762000000.0001","62485000000","62020000000","69581000000","70769000000","71634000000","73583000000","77121000000","77561000000","78835000000","84555000000","86064000000","85495000000","85984000000","85167000000","81460000000","78244000000","76167000000","76593000000","80027000000","81044000000","81749000000","82365000000","96284000000","93343000000","90756000000","88037000000","86150000000","87932000000","88662000000","89835000000","83221000000","84867000000","78894000000","76259000000","77289000000","79891000000","81171000000","80564000000","102195000000","93738000000","91621000000","88900000000","82039000000","79903000000","80697000000","78269000000","79403000000","82239000000","83564000000","88607685618.1036","83495000000","88910000000","88572000000","86598000000","84474000000","80222000000","79079000000","79111000000","79761000000","83519000000","95261000000","106547000000","104198000000","102778000000","101186000000","103729000000","95823000000","95489000000","94482000000","92168000000","92774000000","",
"Austria","122","Other Depository Corporations Survey, Claims on Private  Sector (Euro Area-Wide-Residency), Euros","FOSAOPEA_EUR","Value","209716091715.157","209542103906.899","211317340121.917","211728934371.479","213436430000","210490000000","212649000000","215580000000","216702000000","217322000000","222261000000","223335000000","224977000000","227595000000","244299000000","249647000000","254218000000","256563000000","263072000000","268447000000","270126000000","271601000000","277155000000","282349000000","287498000000","293648000000","298484000000","302575000000","309869000000","310037000000","309931000000","311704000000","311290000000","313547000000","318165000000","320437000000","323872000000","323197000000","329093000000","331707000000","332293000000","332654000000","334129000000","335232000000","332596000000","330971000000","329568000000","331644000000","330329000000","330413000000","332618000000","335137000000","320936000000","325018000000","323550000000","324306000000","324210000000","324551000000","324634000000","327256000000","326024000000","327045000000","329759000000","333192000000","337772000000","339176000000","342823000000","349769000000","355326000000","359555000000","364517000000","369113314381.896","374312000000","379374000000","384023000000","385619000000","388128000000","398313000000","398795000000","405116000000","416452000000","421264000000","428610000000","437578000000","438178000000","440693000000","441836000000","442246000000","440862000000","439912000000","441494000000","442762000000","442197000000","",
