Time Series Search Export,Search term,Search filters,,Last update of Credit to the non-financial sector data,Downloaded at,Source,Source URL,Download URL,About Credit to the non-financial sector
,,,,2025-06-16,2025-06-23 17:01 CEST,BIS,"https://data.bis.org/topics/TOTAL_CREDIT/BIS,WS_TC,2.0/Q.US.P.B.M.USD.A?","https://data.bis.org/topics/TOTAL_CREDIT/BIS,WS_TC,2.0/Q.US.P.B.M.USD.A?&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code",https://data.bis.org/topics/TOTAL_CREDIT

DATAFLOW_ID,KEY,FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,VALUATION,UNIT_TYPE,TC_ADJUST,Unit,Unit multiplier,TIME_PERIOD,OBS_CONF,OBS_PRE_BREAK,OBS_STATUS,OBS_VALUE
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1962-06-30,F,,A,226.29
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1962-09-30,F,,A,232.7
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1962-12-31,F,,A,240.63
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1963-03-31,F,,A,244.39
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1963-06-30,F,,A,253.84
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1963-09-30,F,,A,260.51
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1963-12-31,F,,A,269.86
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1964-03-31,F,,A,274.45
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1964-06-30,F,,A,285.03
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1964-09-30,F,,A,292.24
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1964-12-31,F,,A,301.94
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1965-03-31,F,,A,308.65
