Time Series Search Export,Search term,Search filters,,Last update of Locational banking statistics data,Downloaded at,Source,Source URL,Download URL,About Locational banking statistics
,,TIMESPAN:Timespan,1990-01-01_2024-12-31:,2025-04-30,2025-05-23 13:58 CEST,BIS,https://data.bis.org/topics/LBS/data?filter=TIMESPAN%3D1990-01-01_2024-12-31%255EL_POSITION%3DC%255EL_CURR_TYPE%3DA%255EL_REP_CTY_TXT%3DAll%2520reporting%2520countries%255EL_POS_TYPE%3DN%255EL_INSTR%3DA%255EL_DENOM%3DUSD%255EL_CP_SECTOR%3DN%255EL_MEASURE%3DS%255EL_CP_COUNTRY_TXT%3DArgentina%257CBolivia%257CBrazil%257CCanada%257CChile%257CColombia%257CCosta%2520Rica%257CEcuador%257CMexico%257CUnited%2520States%257CChina%257CCyprus%257CIndonesia%257CIsrael%257CJapan%257CKorea%257CMalaysia%257CSingapore%257CThailand%257CT%25C3%25BCrkiye%257CAustria%257CBelarus%257CBelgium%257CBulgaria%257CCroatia%257CCzechia%257CDenmark%257CFinland%257CFrance%257CGermany%257CGreece%257CHungary%257CIceland%257CIreland%257CItaly%257CLatvia%257CLithuania%257CLuxembourg%257CMalta%257CNetherlands%257CNorway%257CPoland%257CPortugal%257CRomania%257CRussia%257CSlovakia%257CSlovenia%257CSpain%257CSweden%257CSwitzerland%257CUnited%2520Kingdom%257CAustralia%257CNew%2520Zealand%257CCzechoslovakia%257CSouth%2520Africa&page_size=100&selected_ts=BIS%2CWS_LBS_D_PUB%2C1.0%255EQ.S.C.A.USD.A.5J.A.5A.N.US%2BGB%2BIE%2BLU%2BCA%2BCN%2BSG%2BJP%2BBR%2BNL%2BFR%2BCH%2BMX%2BID%2BKR%2BAU%2BCL%2BDE%2BCO%2BTR%2BNO%2BSE%2BTH%2BDK%2BMY%2BAR%2BBE%2BES%2BFI%2BZA%2BIL%2BHU%2BEC%2BNZ%2BGR%2BIT%2BMT%2BRU%2BAT%2BCR%2BCY%2BPL%2BBO%2BBY%2BPT%2BRO%2BIS%2BSI%2BCZ%2BHR%2BSK%2BBG%2BLV%2BLT%2BC9.N,https://data.bis.org/topics/LBS/data?filter=TIMESPAN%3D1990-01-01_2024-12-31%255EL_POSITION%3DC%255EL_CURR_TYPE%3DA%255EL_REP_CTY_TXT%3DAll%2520reporting%2520countries%255EL_POS_TYPE%3DN%255EL_INSTR%3DA%255EL_DENOM%3DUSD%255EL_CP_SECTOR%3DN%255EL_MEASURE%3DS%255EL_CP_COUNTRY_TXT%3DArgentina%257CBolivia%257CBrazil%257CCanada%257CChile%257CColombia%257CCosta%2520Rica%257CEcuador%257CMexico%257CUnited%2520States%257CChina%257CCyprus%257CIndonesia%257CIsrael%257CJapan%257CKorea%257CMalaysia%257CSingapore%257CThailand%257CT%25C3%25BCrkiye%257CAustria%257CBelarus%257CBelgium%257CBulgaria%257CCroatia%257CCzechia%257CDenmark%257CFinland%257CFrance%257CGermany%257CGreece%257CHungary%257CIceland%257CIreland%257CItaly%257CLatvia%257CLithuania%257CLuxembourg%257CMalta%257CNetherlands%257CNorway%257CPoland%257CPortugal%257CRomania%257CRussia%257CSlovakia%257CSlovenia%257CSpain%257CSweden%257CSwitzerland%257CUnited%2520Kingdom%257CAustralia%257CNew%2520Zealand%257CCzechoslovakia%257CSouth%2520Africa&page_size=100&selected_ts=BIS%2CWS_LBS_D_PUB%2C1.0%255EQ.S.C.A.USD.A.5J.A.5A.N.US%2BGB%2BIE%2BLU%2BCA%2BCN%2BSG%2BJP%2BBR%2BNL%2BFR%2BCH%2BMX%2BID%2BKR%2BAU%2BCL%2BDE%2BCO%2BTR%2BNO%2BSE%2BTH%2BDK%2BMY%2BAR%2BBE%2BES%2BFI%2BZA%2BIL%2BHU%2BEC%2BNZ%2BGR%2BIT%2BMT%2BRU%2BAT%2BCR%2BCY%2BPL%2BBO%2BBY%2BPT%2BRO%2BIS%2BSI%2BCZ%2BHR%2BSK%2BBG%2BLV%2BLT%2BC9.N&file_format=csv&format=wide&split_frequencies=false&transposed=false&include=code%2Clabel,https://data.bis.org/topics/LBS

DATAFLOW_ID:Dataflow ID,"BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0"
2010-03-31,9218.0,5654.0,29143.0,22866.0,649.0,494.0,61323.0,359.0,,55009.0,55839.0,20812.0,35861.0,6564.0,3168.0,19369.0,322.0,32363.0,15983.0,1629.0,7006.0,3831.0,92358.0,341523.0,8913.0,1460.0,10778.0,12088.0,125167.0,4483.0,1818.0,11503.0,53458.0,25651.0,239.0,92370.0,282.0,5338.0,55301.0,9734.0,91106.0,12482.0,2223.0,4700.0,3151.0,1148.0,53241.0,15161.0,23663.0,226.0,205.0,4908.0,48060.0,2176990.0,3017.0
2010-06-30,9234.0,6393.0,27807.0,16632.0,860.0,460.0,66517.0,299.0,,55382.0,49220.0,20648.0,35900.0,6394.0,3206.0,18707.0,384.0,50149.0,10895.0,1612.0,7021.0,3399.0,76993.0,338228.0,8655.0,1444.0,10110.0,10762.0,104808.0,4034.0,1815.0,10286.0,54498.0,25165.0,204.0,87046.0,160.0,5265.0,54900.0,9876.0,89563.0,13277.0,2933.0,4517.0,2724.0,1204.0,48310.0,10396.0,20086.0,208.0,225.0,5186.0,46300.0,2181531.0,2801.0
2010-09-30,9258.0,9016.0,29391.0,15730.0,918.0,456.0,74265.0,363.0,,51235.0,48003.0,20097.0,44459.0,6476.0,3117.0,19988.0,372.0,45745.0,11146.0,1660.0,6510.0,3353.0,72513.0,419882.0,9068.0,1599.0,9527.0,12649.0,103478.0,3882.0,1781.0,10829.0,59495.0,24604.0,368.0,92231.0,135.0,5400.0,55402.0,9664.0,99929.0,14009.0,2705.0,5059.0,2641.0,1259.0,47496.0,12094.0,22542.0,255.0,125.0,5201.0,45223.0,2292092.0,3203.0
2010-12-31,9540.0,6255.0,30380.0,16307.0,865.0,458.0,77291.0,366.0,,50052.0,57507.0,19986.0,46438.0,6890.0,3202.0,17929.0,335.0,62331.0,11946.0,1758.0,8439.0,3174.0,75829.0,395681.0,9241.0,1236.0,2916.0,14066.0,103499.0,4421.0,1178.0,10456.0,63474.0,22796.0,296.0,108645.0,137.0,5366.0,56927.0,10182.0,94818.0,13234.0,2567.0,4776.0,2539.0,1194.0,45474.0,12380.0,24138.0,263.0,204.0,5920.0,43696.0,2260249.0,3128.0
2011-03-31,10490.0,6346.0,31848.0,20069.0,844.0,402.0,82518.0,199.0,,53011.0,61871.0,19624.0,56849.0,6806.0,3245.0,17810.0,332.0,66538.0,12485.0,1742.0,6976.0,3292.0,80703.0,442523.0,9384.0,1764.0,2331.0,14835.0,100381.0,4747.0,1174.0,9245.0,67481.0,25118.0,263.0,117735.0,135.0,6096.0,55704.0,11383.0,100192.0,14386.0,2386.0,4966.0,2799.0,948.0,42903.0,11083.0,28361.0,221.0,145.0,6463.0,43419.0,2329752.283,3429.0
2011-06-30,10436.0,5634.0,32748.0,19168.0,835.0,427.0,84966.0,210.0,,53945.0,60881.0,20164.0,66951.0,7104.0,3687.0,17932.0,353.0,53051.0,10422.0,1790.0,9816.0,2931.0,83348.0,494650.0,8964.0,1538.0,2226.0,16058.0,101873.0,4651.0,1220.0,11156.0,62762.0,26364.0,245.0,126230.0,138.0,5639.0,55544.0,12145.0,95423.0,13787.0,2490.0,4884.0,2795.0,875.0,42990.0,10326.0,29995.0,231.0,69.0,7065.0,42754.0,2307395.0,3664.0
2011-09-30,11155.0,5383.0,29746.0,15393.0,692.0,424.0,89586.0,154.0,,59360.0,53120.0,20069.0,72353.0,7969.0,4376.0,16707.0,360.0,45384.0,9151.0,1783.0,8418.0,2188.0,78618.0,496876.0,8711.0,1436.0,1637.0,17186.0,105322.0,4576.0,1203.0,12161.0,85398.0,28012.0,363.0,106260.0,119.0,5727.0,57339.0,11877.0,107034.0,14975.0,2169.0,4305.0,2734.0,876.0,47646.0,10254.0,31569.0,212.0,73.0,7854.0,42165.0,2200100.0,3359.0
2011-12-31,10822.0,5797.0,30758.0,14822.0,647.0,400.0,94529.0,142.0,,57987.0,57349.0,21981.0,73032.0,8689.0,4335.0,16621.0,358.0,44073.0,9388.0,1745.0,8498.0,2216.0,79347.0,500392.0,9160.0,793.0,1786.0,17066.0,98625.0,5855.0,729.0,11851.0,85216.0,26124.0,187.0,106769.0,138.0,5746.0,56200.0,10359.0,105042.0,14893.0,1874.0,4387.0,2713.0,760.0,50113.0,10960.0,25383.0,244.0,74.0,6567.0,41097.0,2188660.0,3523.0
2012-03-31,11146.484,6763.422,29717.497,13556.632,651.0,408.0,99301.297,155.0,,59606.155,55427.368,22198.56,82795.856,9158.0,3866.0,17126.696,392.0,45177.063,9054.496,1755.0,9040.403,1954.718,82180.375,464728.142,9142.764,1038.0,1543.0,20079.731,93760.809,5377.983,687.0,10782.545,79768.361,21774.485,195.0,109628.745,207.0,5756.011,55269.969,6751.435,99082.292,14667.765,1896.336,4722.937,2273.359,873.0,42624.17,10907.072,30937.0,246.0,104.0,6434.02,39796.197,2220806.745,4076.84
2012-06-30,11004.84,7473.681,27120.067,17920.022,625.578,395.994,92426.6,139.188,,53299.268,54758.458,22467.976,87943.745,8974.287,3828.975,16720.277,368.691,44842.875,10526.317,1865.572,7916.137,2285.492,87667.436,397741.104,10894.181,614.626,1294.917,22548.416,86486.98,5489.186,1131.562,11563.471,78086.019,20525.67,181.784,114087.741,217.481,5700.148,53032.64,6916.887,102951.259,13116.901,2161.71,4295.213,2278.386,718.092,45603.631,11466.333,31709.29,176.47,112.025,6400.451,38632.704,2182058.248,3991.3
2012-09-30,10802.598,8284.517,26674.246,14932.746,568.623,397.463,96960.167,151.631,,57574.753,58498.516,22158.569,92213.327,8866.313,3888.942,21095.125,396.411,48821.365,7402.073,1888.938,7831.148,2502.236,86487.954,403376.598,11237.684,633.801,1204.579,23635.976,83716.13,5643.717,1094.564,11277.207,89314.736,19728.9,203.93,121893.419,181.095,5777.413,50698.33,6923.239,103695.62,14403.047,1857.529,4538.625,2266.426,760.238,44114.358,11444.837,37292.236,224.273,133.164,7865.3,38723.567,2243412.137,3966.749
2012-12-31,9368.317,7768.557,25668.68,13861.075,585.326,438.153,100944.095,139.935,,55666.085,54042.878,23220.172,96343.136,9799.86,3829.891,21957.998,355.216,54662.913,8013.197,1940.354,8569.126,3057.696,84588.425,391874.704,11286.394,747.904,1234.71,27104.038,89309.439,5257.073,1103.876,10062.97,88749.693,19450.633,236.236,132812.777,242.2,5860.43,49733.215,7209.702,102992.397,13809.639,2050.467,5098.097,2300.552,756.556,41356.748,10687.824,38401.628,235.712,197.25,8790.081,38472.149,2276082.32,4054.587
2013-03-31,8828.443,8089.962,25987.394,21232.362,562.336,387.986,103725.583,138.855,,60884.465,56202.362,22806.063,116535.693,10041.325,3856.007,22711.097,352.245,54594.643,7439.94,2024.444,8620.098,2627.282,88481.994,397100.416,11479.417,1032.289,1789.835,26949.906,93485.637,5807.819,1182.46,10514.553,88595.62,20410.034,335.059,131494.913,276.805,5765.557,48822.74,7355.904,111618.855,13717.586,2219.494,4411.824,2463.3,778.447,65582.613,13653.469,38391.934,309.403,179.077,9339.086,37069.731,2228215.94,4629.644
2013-06-30,9571.908,7285.002,30273.555,23284.629,536.012,389.742,107619.276,115.958,,64204.292,49970.055,21299.426,125184.245,10915.855,3859.893,19927.503,395.024,56613.792,7461.239,2426.135,6777.418,3190.135,75220.066,399359.471,11589.316,703.775,2164.772,27524.04,93680.787,6483.002,1203.211,12804.749,69155.144,18703.06,369.294,131725.575,194.18,5997.077,46631.815,7768.392,107745.937,13771.068,2077.416,4531.619,2058.699,855.37,64924.76,12640.192,36879.565,276.529,193.526,10981.98,36256.018,2163108.786,4573.676
2013-09-30,8525.485,6903.907,32838.825,23823.25,467.171,414.131,103600.222,117.18,,64055.011,53138.026,21080.437,142527.011,11466.53,3842.536,19153.737,499.179,57249.219,7283.82,2600.322,6751.653,4259.29,67264.505,396556.427,11155.824,741.919,2123.94,27564.169,94253.472,6226.247,1153.364,9085.68,58052.898,19786.969,359.68,127414.55,201.288,5796.994,45575.914,8047.78,103703.866,13432.255,2187.93,4458.764,1762.678,760.684,66820.807,13988.885,41759.342,254.151,170.413,12157.022,36851.647,2102999.309,4801.104
2013-12-31,7863.984,7641.621,34933.171,23964.404,445.238,313.868,104286.73,85.46,,65824.881,54947.121,20082.792,159874.877,11978.654,4319.514,17679.596,460.082,59433.262,8002.491,2806.013,7238.013,5161.283,62476.587,398043.739,11027.37,865.057,1545.294,32444.304,96286.32,6314.062,1394.739,9654.072,59202.948,19530.385,393.318,132801.968,218.404,6339.8,46847.09,8847.769,115337.524,13846.954,2562.844,4412.676,2168.413,598.626,63400.175,14919.149,43867.286,265.689,338.238,12931.778,37607.523,2111934.728,4524.955
2014-03-31,8107.198,6882.295,34716.013,14054.595,439.704,338.338,104017.884,130.584,,64276.736,51591.493,22355.692,185339.953,11979.995,4361.898,17259.353,489.77,60202.377,8000.659,2765.347,7584.25,4785.895,54204.141,407390.456,11656.458,668.13,887.777,34173.423,100668.528,6512.92,1081.209,9324.991,64998.36,19649.635,407.404,141646.71,328.639,5878.609,48307.035,8963.855,120359.054,13485.878,2565.532,4084.054,1790.786,685.461,57987.702,18063.21,44448.01,422.912,324.993,11911.823,36677.222,2176535.253,4896.927
2014-06-30,8334.076,6481.304,37591.456,20351.376,436.264,349.27,102767.372,140.393,,61107.998,45849.075,22488.324,197298.732,12559.941,4012.612,16987.251,481.661,54597.241,7772.287,3001.308,7351.81,4777.339,54710.183,412398.507,10998.611,788.429,630.313,36247.35,99904.956,5716.107,1018.405,9264.617,65694.176,19145.666,527.417,148761.769,318.632,5962.834,50114.39,9986.801,124805.616,14075.133,3030.887,4187.719,1348.103,702.368,55439.433,19286.45,49406.053,381.075,503.535,12797.334,36863.268,2147988.199,5274.881
2014-09-30,7455.241,6728.99,39533.332,19065.245,590.062,407.637,103986.38,175.792,,64629.437,44275.573,22987.738,197533.685,12541.532,3989.186,16940.501,389.291,45953.977,8338.284,3352.695,6746.996,5259.331,60142.011,446056.39,11533.919,567.316,2253.235,37741.297,105567.356,6240.745,1000.739,8968.828,64835.012,18587.255,525.609,159572.401,219.825,6174.135,52478.723,9322.985,125711.584,15000.284,3247.127,4199.641,1818.074,687.221,54980.887,16872.413,49865.604,214.839,451.281,13386.477,36560.228,2162313.205,5382.496
2014-12-31,8044.858,6774.561,39506.37,17073.999,441.174,440.21,103188.439,165.312,,70425.428,45101.067,20606.058,183217.143,13045.621,4033.546,16284.718,401.929,23288.248,7418.052,3902.474,6983.52,5325.838,34290.984,356104.909,12096.279,331.109,2293.38,40029.675,112665.4,5492.102,1040.294,9190.648,71155.688,19111.95,434.81,160813.293,217.336,5957.154,56887.086,9434.564,122597.912,16938.424,2991.043,3997.186,1739.698,556.684,47769.149,15206.839,51208.25,321.556,574.121,13213.058,37993.567,2157031.261,5406.848
2015-03-31,8148.386,6435.917,41765.58,20184.972,101.654,418.442,112049.3,149.953,,72660.224,48037.026,21294.162,187537.44,14772.967,4333.412,16627.105,435.107,26137.532,9622.187,3705.723,7102.169,5836.771,46191.231,371723.356,11442.251,555.153,2028.112,41310.904,113093.257,5885.368,934.921,7534.951,74468.747,19487.24,320.135,167273.729,110.481,6291.172,62363.751,10252.699,124088.204,18546.242,3189.243,3948.394,1668.387,609.323,41284.711,15611.686,52523.249,307.085,493.531,13408.556,37335.962,2250747.988,5692.244
2015-06-30,8297.067,6573.684,40279.962,19428.505,95.548,436.476,114203.382,145.593,,80100.035,44219.728,21572.367,192086.082,14854.826,4437.392,15863.395,294.754,25255.74,8247.875,4255.125,8025.125,6248.312,40601.306,329045.33,11872.129,441.77,2038.843,40182.753,124273.743,6616.227,836.681,6824.277,92110.017,18329.032,423.297,155405.837,169.816,6499.724,60601.628,10198.102,123764.921,17980.474,2857.361,4206.951,1800.511,443.879,40299.046,13715.225,56851.468,333.226,472.309,13634.365,35852.619,2164745.679,5578.137
2015-09-30,7942.512,8222.842,39596.812,20289.316,92.072,430.138,117229.05,185.957,,82043.764,40472.488,21320.253,177065.808,15550.608,4423.719,15487.49,307.418,25789.406,8453.945,4187.448,7475.138,6271.622,39085.045,349426.93,11725.823,484.635,1740.483,40120.549,117458.415,6049.554,670.394,7237.953,97985.302,22501.021,551.603,151089.845,166.031,6312.417,59813.396,9565.559,121758.741,20038.607,2791.922,3281.271,1642.396,475.507,36777.464,13816.22,54239.466,240.692,513.265,14018.82,35681.713,2232212.874,5487.049
2015-12-31,10267.204,7489.45,50812.808,14359.234,163.639,663.34,114487.519,3524.629,,93566.987,46406.092,19639.921,156370.121,15240.752,4123.678,42071.753,316.705,28273.803,8613.424,9458.317,6580.057,6479.377,40126.005,336591.5,12289.661,557.258,2359.913,48352.174,127931.845,6048.108,695.234,6637.137,110914.644,23685.546,612.684,169096.784,192.88,7534.32,59369.164,9850.232,136362.953,19927.956,3128.042,2968.442,1839.379,371.916,50854.272,12775.01,67056.085,351.284,592.218,14287.614,38575.113,2251953.676,7153.978
2016-03-31,10384.724,7335.254,52543.967,13615.684,81.726,691.608,111578.211,3467.404,,90991.33,50739.38,19398.861,145471.641,15672.979,3914.331,44768.242,264.522,30630.347,9138.706,10565.994,6509.202,6490.365,51502.423,374063.201,11882.132,385.438,2177.791,49295.537,134564.198,5907.296,678.481,5718.254,109140.981,23705.775,568.867,170438.282,249.863,7597.056,62389.045,9640.377,137935.847,19041.923,2961.395,3070.473,1711.319,516.866,48018.075,14943.59,72427.963,395.594,614.646,14874.871,38962.417,2416027.7,6724.92
2016-06-30,10599.773,7879.862,53254.766,15415.008,85.267,754.49,106753.839,3552.744,,99825.185,52129.476,19548.928,150940.017,15944.712,4139.867,45842.92,202.47,35868.152,10232.783,12262.56,6523.519,5564.456,54138.511,393094.727,12282.133,636.723,2227.507,47993.496,145817.973,5702.171,536.719,6104.733,118146.141,23690.588,621.615,177807.498,247.627,7489.539,64115.227,9541.81,143121.731,18825.562,3325.233,3016.291,1540.425,511.672,44985.315,15437.581,74168.164,548.25,638.562,14665.415,40760.785,2421192.028,6617.224
2016-09-30,9932.431,9869.139,70697.338,15025.283,76.261,755.62,102899.067,3501.405,,97676.521,55769.951,19571.159,151699.455,15611.575,4178.204,47069.359,235.2,31870.895,9363.158,12283.679,6666.977,4295.976,52106.9,429288.015,11949.784,726.081,2282.453,46314.559,147968.249,5912.447,445.894,4497.996,128914.091,22361.416,601.944,177800.348,306.766,7586.817,62480.824,9348.205,144875.793,19107.814,3834.008,3145.269,1503.295,472.359,41106.387,14019.877,76726.679,425.128,567.533,14353.357,41011.282,2453098.5,7097.648
2016-12-31,9415.426,9568.635,52460.565,17665.482,69.598,690.961,103585.876,3774.188,,95897.539,54318.122,18453.496,160593.231,15425.706,4070.787,44214.338,379.914,31816.845,10835.649,12538.94,6882.251,4941.728,47415.484,448659.27,11754.838,523.071,2128.785,45959.781,140619.894,5596.694,502.323,4685.896,117865.075,22935.63,603.267,172845.888,241.844,7148.483,56887.311,10443.982,144036.998,18915.017,6397.707,3109.331,1265.415,560.517,37714.507,14692.006,82127.018,442.449,576.044,14046.332,39664.903,2304302.002,7292.144
2017-03-31,10251.898,10007.978,53983.844,15417.458,57.878,708.929,99644.451,3644.439,,94831.039,52453.764,18337.733,169762.426,15496.986,4040.981,41849.829,639.155,38045.397,8973.499,12149.694,7125.607,5048.414,51016.768,477561.389,11805.129,659.767,1993.646,47316.293,148080.274,5690.852,525.506,4285.145,114005.814,22991.9,404.145,178118.422,196.43,6704.92,54124.836,10311.518,142324.698,16256.129,6975.128,3048.18,1419.092,423.732,36346.642,13803.267,80867.412,257.206,388.992,14013.649,39993.882,2363722.647,7716.212
2017-06-30,11173.03,8986.335,51974.033,9343.629,61.218,674.69,95239.641,3691.044,,100536.73,50383.332,17468.249,178012.398,14654.032,3994.517,41823.184,709.335,32603.287,8661.757,11962.378,6992.814,5380.267,49396.758,514528.229,11510.928,402.886,2001.466,48943.05,143244.916,5586.061,459.84,3805.031,111034.069,23897.387,555.689,175070.687,251.907,6385.612,56914.199,10608.145,139948.083,16345.314,7011.572,2862.963,1449.493,412.44,34839.071,13166.783,79162.286,353.723,397.795,13694.288,38627.743,2354800.686,8875.379
2017-09-30,14390.629,8708.159,54315.329,10210.284,74.431,692.937,97437.653,3694.832,,108737.851,52011.095,17223.75,182261.288,14795.342,4089.289,39474.694,660.623,37784.306,8094.982,11482.136,6724.006,6528.303,47934.993,524133.104,11306.809,384.366,2178.581,50492.955,149240.67,5684.459,449.182,4328.303,114015.892,23789.726,425.784,181205.62,204.787,6562.328,58673.638,10183.853,138047.806,15304.638,6627.197,2818.561,1270.643,368.852,31525.012,13600.912,72623.286,428.269,407.864,14391.226,37528.006,2439245.523,9513.603
2017-12-31,15326.99,7979.668,52740.769,9654.231,32.264,758.592,95782.954,4016.065,,116910.664,60120.299,18682.373,171136.703,16837.56,4223.78,36947.553,900.74,34634.827,9732.539,11308.251,6933.76,6675.729,42443.926,506678.796,10725.874,339.462,2031.258,50277.349,153822.672,6060.748,461.972,5003.855,115760.99,24292.688,558.231,184656.747,171.762,6631.139,56415.723,10576.682,131257.803,15714.941,7086.332,2895.662,1391.111,376.019,30763.644,13637.058,72018.992,373.123,377.225,14249.964,36156.944,2492650.174,9645.557
2018-03-31,17146.994,8424.314,54752.402,10738.237,33.847,777.473,96513.944,3854.533,,107088.937,62332.18,18289.264,179162.534,14154.213,4054.416,35589.378,658.605,35367.08,10431.472,11176.113,6796.694,6333.156,47494.644,508349.147,9757.482,393.874,1830.918,50277.334,164668.85,5533.31,431.784,4730.135,114409.632,23859.756,417.04,187139.017,160.663,6766.736,57984.587,13847.87,136961.096,14120.707,7506.45,2991.831,1497.105,422.02,29154.923,14334.592,71746.744,301.087,401.081,13837.651,37267.523,2591288.144,10355.516
2018-06-30,17291.392,7930.175,53159.9,10400.625,76.357,879.174,95375.262,3981.249,,99435.163,55223.882,18174.513,175519.267,13619.822,4211.16,35331.959,766.555,43553.522,13248.22,10773.773,6400.732,6297.044,48065.13,530195.462,9756.215,338.707,1763.015,48982.586,163922.058,4818.958,479.25,4517.477,116765.273,21962.337,419.689,182500.002,265.794,6917.618,54273.836,13052.281,134448.957,14058.588,8094.995,2823.909,1694.648,466.657,27044.24,14092.004,76415.739,261.923,385.563,12910.014,37073.169,2472131.939,10473.834
2018-09-30,19532.108,7855.6,52038.803,10823.772,48.913,916.157,95985.919,3752.867,,98496.964,63977.926,18781.063,174885.792,13755.661,4129.505,34069.729,477.788,39318.27,10609.365,10170.162,6332.395,6609.018,45820.971,516622.207,10178.52,318.819,1769.944,49296.804,169889.823,5064.766,473.097,5267.081,112485.164,21589.311,473.915,201485.289,245.756,6573.909,56613.709,12974.712,135015.196,13005.708,8046.903,3149.73,1618.597,375.816,25079.269,13551.749,71099.76,284.216,381.35,12112.431,35276.755,2499047.967,11689.81
2018-12-31,17912.303,7871.274,51645.15,11779.266,41.354,972.451,93783.466,3866.24,,97302.547,60916.485,19247.773,174131.73,13736.302,4476.082,26613.657,954.718,36054.759,9440.797,10392.108,6615.209,5666.254,47774.603,589833.625,10468.202,349.372,1826.212,49612.159,166437.247,5449.226,554.906,4737.978,126324.702,21645.71,376.036,213288.382,235.268,6883.841,58378.997,12932.597,120454.293,15026.457,7685.152,2611.354,1475.273,398.546,21574.085,13914.538,73972.685,243.48,317.599,11750.383,35506.04,2596004.528,12090.97
2019-03-31,18124.957,8340.805,52126.89,12263.393,41.24,942.47,91085.084,3685.7,,97663.089,65086.53,19443.165,180528.277,13512.685,4341.436,25314.621,438.716,36752.675,8538.965,10371.73,7130.949,4871.552,44320.51,542742.299,10521.349,458.552,1729.155,50213.377,165434.265,5667.942,543.951,4499.744,99561.052,21840.169,461.371,211553.862,425.677,6983.319,61963.621,13099.928,119464.598,15888.268,7726.115,3028.992,1534.904,377.829,21107.07,16328.253,78113.762,220.554,415.72,12508.549,39234.819,2725075.539,12784.469
2019-06-30,17619.708,7180.35,51391.255,11684.953,39.451,957.641,88719.707,3916.615,,102016.982,67333.946,21504.124,187700.933,13939.13,4289.824,24683.231,433.763,36365.687,9399.431,10751.235,6300.396,4359.773,42972.261,543968.587,10363.117,630.195,1966.919,50352.136,169483.826,5332.276,533.341,4483.893,108371.43,23225.77,476.675,205854.102,283.152,7142.441,62808.986,13520.294,127855.33,17859.759,7333.631,3076.875,1968.635,424.849,20871.607,15516.401,72783.868,160.168,389.948,11955.861,34892.52,2707484.381,12388.656
2019-09-30,16437.282,7167.482,49803.743,11674.247,56.593,1016.278,84427.598,3775.026,,98631.144,67617.956,21736.066,187887.128,12997.893,6809.766,22912.565,461.662,36185.356,8896.912,10166.909,7059.904,4264.961,39244.9,573550.505,10636.126,638.263,1887.337,50607.043,172839.392,5503.681,546.212,4469.87,125536.269,23620.94,461.591,209469.831,216.622,6831.662,57233.002,12478.824,129071.762,17938.491,6228.201,2368.794,1874.629,349.832,20015.342,16113.022,72972.774,175.052,346.769,11689.543,34873.136,2762668.02,13512.018
