"date","CL","RB","HO","NG","TG","LU","HG","AL","LD","TR","TH","ZC","KE","ZS","ZM","RS","KC","SB","SW","CC","CT","LE","GF","HE","LB","CU","XR","ZK"
1993-03-01,8.265625,NA,NA,NA,3.88888907432556,NA,NA,NA,NA,10.2537441253662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.875,19.0625,NA,NA,NA,NA
1993-04-01,7.46875,NA,NA,NA,3.19444394111633,NA,NA,NA,NA,9.71569061279297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.25,17.375,NA,NA,NA,NA
1993-05-01,7.3125,NA,NA,NA,2.94444394111633,NA,NA,NA,NA,9.68494510650635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.375,18,NA,NA,NA,NA
1993-06-01,7.28125,NA,NA,NA,3.05555605888367,NA,NA,NA,NA,8.91629886627197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,19,NA,NA,NA,NA
1993-07-01,6.421875,NA,NA,NA,2.94444394111633,NA,NA,NA,NA,8.67033195495605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.375,19,NA,NA,NA,NA
1993-08-01,6.5,NA,NA,NA,2.91666698455811,NA,NA,NA,NA,8.50123023986816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.25,19.0625,NA,NA,NA,NA
1993-09-01,6.578125,NA,NA,NA,3,NA,NA,NA,NA,9.13152027130127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.125,19.125,NA,NA,NA,NA
1993-10-01,7.34375,NA,NA,NA,3.27777791023254,NA,NA,NA,NA,9.65419960021973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,18.9375,NA,NA,NA,NA
1993-11-01,7.40625,NA,NA,NA,3.22222208976746,NA,NA,NA,NA,8.73182392120361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18,NA,NA,NA,NA
1993-12-01,7.796875,NA,NA,NA,3.33333301544189,NA,NA,NA,NA,8.73182392120361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.375,17.9375,NA,NA,NA,NA
1994-01-01,7.453125,NA,NA,NA,3.38888907432556,NA,NA,NA,NA,9.14689254760742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.25,17.6875,NA,NA,NA,NA
1994-02-01,8.140625,NA,NA,NA,3.36111092567444,NA,NA,NA,NA,8.79331588745117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.625,16.5625,NA,NA,NA,NA
1994-03-01,7.234375,NA,NA,NA,3.22222208976746,NA,NA,NA,NA,8.59346675872803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,16.1875,NA,NA,NA,NA
1994-04-01,7.328125,NA,NA,NA,3.19444394111633,NA,NA,NA,NA,7.90168619155884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.625,17,NA,NA,NA,NA
1994-05-01,7.15625,NA,NA,NA,3.30555605888367,NA,NA,NA,NA,7.60960006713867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.125,16.125,NA,NA,NA,NA
1994-06-01,6.53125,NA,NA,NA,3.22222208976746,NA,NA,NA,NA,7.27139616012573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.625,15.5,NA,NA,NA,NA
1994-07-01,6.671875,NA,NA,NA,3.5,NA,NA,NA,NA,7.68646478652954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.375,16.125,NA,NA,NA,NA
1994-08-01,7.15625,NA,NA,NA,4.05555582046509,NA,NA,NA,NA,7.74795579910278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15.875,NA,NA,NA,NA
1994-09-01,7.25,NA,NA,NA,4.11111116409302,NA,NA,NA,NA,7.62497282028198,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,12.125,15.8125,NA,NA,NA,NA
1994-10-01,7.59375,NA,NA,NA,4.02777814865112,NA,NA,NA,NA,7.64034605026245,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,12.625,16.25,NA,NA,NA,NA
1994-11-01,7.515625,NA,NA,NA,4,NA,NA,NA,NA,7.24065017700195,NA,NA,NA,NA,NA,2.88888907432556,NA,NA,NA,NA,NA,NA,11.75,15.875,NA,NA,NA,NA
1994-12-01,7.921875,NA,NA,NA,3.86111092567444,NA,NA,NA,NA,7.56348085403442,NA,NA,NA,NA,NA,2.80555605888367,NA,NA,NA,NA,NA,NA,11.5,16.1875,NA,NA,NA,NA
1995-01-01,7.859375,NA,NA,NA,4.30555582046509,NA,NA,NA,NA,7.84019422531128,NA,NA,NA,NA,NA,2.61111092567444,NA,NA,NA,NA,NA,NA,11.75,16.75,NA,NA,NA,NA
1995-02-01,8.0625,NA,NA,NA,4.33333301544189,NA,NA,NA,NA,8.23989009857178,NA,NA,NA,NA,NA,2.97222208976746,NA,NA,NA,NA,NA,NA,12.125,16.5,NA,NA,NA,NA
1995-03-01,8.25,NA,NA,NA,4.63888883590698,NA,NA,NA,NA,7.77870178222656,NA,NA,NA,NA,NA,2.80555605888367,NA,NA,NA,NA,NA,NA,12,16.75,NA,NA,NA,NA
1995-04-01,8.78125,NA,NA,NA,5.05555582046509,NA,NA,NA,NA,8.07078838348389,NA,NA,NA,NA,NA,2.97222208976746,NA,NA,NA,NA,NA,NA,12,17.3125,NA,NA,NA,NA
1995-05-01,9.625,NA,NA,NA,5.30555582046509,NA,NA,NA,NA,7.96317720413208,NA,NA,NA,NA,NA,2.97222208976746,NA,NA,NA,NA,NA,NA,12.625,17.875,NA,NA,NA,NA
1995-06-01,9.140625,NA,NA,NA,5.52777814865112,NA,NA,NA,NA,8.51660346984863,NA,NA,NA,NA,NA,3.30555605888367,NA,NA,NA,NA,NA,NA,12.125,18.1875,NA,NA,NA,NA
1995-07-01,8.75,NA,NA,NA,6.4166669845581,NA,NA,NA,NA,8.85480690002441,NA,NA,NA,NA,NA,3.52777791023254,NA,NA,NA,NA,NA,NA,13.5,18,NA,NA,NA,NA
1995-08-01,8.5,NA,NA,NA,6.80555582046509,NA,NA,NA,NA,9.80792903900146,NA,NA,NA,NA,NA,4.19444417953491,NA,NA,NA,NA,NA,NA,12.75,18.0625,NA,NA,NA,NA
1995-09-01,8.328125,NA,NA,NA,6.86111116409302,NA,NA,NA,NA,9.74643707275391,NA,NA,NA,NA,NA,4.08333301544189,NA,NA,NA,NA,NA,NA,12.5,19,NA,NA,NA,NA
1995-10-01,8.65625,NA,NA,NA,6.47222185134888,NA,NA,NA,NA,8.88555335998535,NA,NA,NA,NA,NA,3.69444394111633,NA,NA,NA,NA,NA,NA,12.375,19.5,NA,NA,NA,NA
1995-11-01,9.15625,NA,NA,NA,7.05555582046509,NA,NA,NA,NA,8.6088399887085,NA,NA,NA,NA,NA,4.16666698455811,NA,NA,NA,NA,NA,NA,12,19.125,NA,NA,NA,NA
1995-12-01,8.78125,NA,NA,NA,7.1666669845581,NA,NA,NA,NA,9.74643707275391,NA,NA,NA,NA,NA,4.58333301544189,NA,NA,NA,NA,NA,NA,11.625,19.375,NA,NA,NA,NA
1996-01-01,9.25,NA,NA,NA,8.375,NA,NA,NA,NA,9.59270763397217,NA,NA,NA,NA,NA,4.30555582046509,NA,NA,NA,NA,NA,NA,12.625,19.25,NA,NA,NA,NA
1996-02-01,9.78125,NA,NA,NA,8.3333330154419,NA,NA,NA,NA,9.59270763397217,NA,NA,NA,NA,NA,5.30555582046509,NA,NA,NA,NA,NA,NA,12.5,18.9375,NA,NA,NA,NA
1996-03-01,9.734375,NA,NA,NA,7.7083330154419,NA,NA,NA,NA,8.97779083251953,NA,NA,NA,NA,NA,5.08333301544189,NA,NA,NA,NA,NA,NA,12.25,17.5,NA,NA,NA,NA
1996-04-01,9.578125,NA,NA,NA,9.25,NA,NA,NA,NA,8.73182392120361,NA,NA,NA,NA,NA,6.44444417953491,NA,NA,NA,NA,NA,NA,12,17.25,NA,NA,NA,NA
1996-05-01,9.84375,NA,NA,NA,10.6666669845581,NA,NA,NA,NA,8.67033195495605,NA,NA,NA,NA,NA,8.3333330154419,NA,NA,NA,NA,NA,NA,12.125,17.0625,NA,NA,NA,NA
1996-06-01,10.59375,NA,NA,NA,10.0833330154419,NA,NA,NA,NA,8.76257038116455,NA,NA,NA,NA,NA,8.11111068725586,NA,NA,NA,NA,NA,NA,12.625,17.75,NA,NA,NA,NA
1996-07-01,9.8125,NA,NA,NA,10.7083330154419,NA,NA,NA,NA,8.67033195495605,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,12.375,17.375,NA,NA,NA,NA
1996-08-01,10.15625,NA,NA,NA,10.5,NA,NA,NA,NA,8.70107841491699,NA,NA,NA,NA,NA,7.44444417953491,NA,NA,NA,NA,NA,NA,13.25,17.4375,NA,NA,NA,NA
1996-09-01,10.859375,NA,NA,NA,11.1666669845581,NA,NA,NA,NA,8.67033195495605,NA,NA,NA,NA,NA,7.75,NA,NA,NA,NA,NA,NA,13.75,17.0625,NA,NA,NA,NA
1996-10-01,11.515625,NA,NA,NA,12.75,NA,NA,NA,NA,9.03928184509277,NA,NA,NA,NA,NA,8.13888931274414,NA,NA,NA,NA,NA,NA,13.75,17.8125,NA,NA,NA,NA
1996-11-01,11.578125,NA,NA,NA,13.25,NA,NA,NA,NA,9.43897914886475,NA,NA,NA,NA,NA,8.3333330154419,NA,NA,NA,NA,NA,NA,14.5,18.1875,NA,NA,NA,NA
1996-12-01,11.53125,NA,NA,NA,13.375,NA,NA,NA,NA,9.74643707275391,NA,NA,NA,NA,NA,7.77777814865112,NA,NA,NA,NA,NA,NA,13.375,18.0625,NA,NA,NA,NA
1997-01-01,12.09375,NA,NA,NA,13.125,NA,NA,NA,NA,9.43897914886475,NA,NA,NA,NA,NA,6.22222185134888,NA,NA,NA,NA,NA,NA,13.25,17.75,NA,NA,NA,NA
1997-02-01,12.9375,NA,NA,NA,13.375,NA,NA,NA,NA,10.3921003341675,NA,NA,NA,NA,NA,6.86111116409302,NA,NA,NA,NA,NA,NA,13.5,17.5625,NA,NA,NA,NA
1997-03-01,12.453125,NA,NA,NA,13.4583330154419,NA,NA,NA,NA,11.3688955307007,NA,NA,NA,NA,NA,6.55555582046509,NA,NA,NA,NA,NA,NA,14,16.9375,NA,NA,NA,NA
1997-04-01,13.875,NA,NA,NA,15.375,NA,NA,NA,NA,12.0022611618042,NA,NA,NA,NA,NA,7.0833330154419,NA,NA,NA,NA,NA,NA,14.5,16.75,NA,NA,NA,NA
1997-05-01,15.5,NA,NA,NA,18.2083320617676,NA,NA,NA,NA,12.2239379882812,NA,NA,NA,NA,NA,8.05555629730225,NA,NA,NA,NA,NA,NA,15.5,17.3125,NA,NA,NA,NA
1997-06-01,16.3125,NA,NA,NA,18.5,NA,NA,NA,NA,11.2738914489746,NA,NA,NA,NA,NA,8.7083330154419,NA,NA,NA,NA,NA,NA,15.75,19.3125,NA,NA,NA,NA
1997-07-01,18.9375,NA,NA,NA,20.75,NA,NA,NA,NA,12.413948059082,NA,NA,NA,NA,NA,9.2708330154419,NA,NA,NA,NA,NA,NA,16.125,18.59375,NA,NA,NA,NA
1997-08-01,15.65625,NA,NA,NA,22.9375,NA,NA,NA,NA,12.3822803497314,NA,NA,NA,NA,NA,10.4583330154419,NA,NA,NA,NA,NA,NA,14.25,18.09375,NA,NA,NA,NA
1997-09-01,17.421875,NA,NA,NA,23.4166679382324,NA,NA,NA,NA,12.8573026657104,NA,NA,NA,NA,NA,9.375,NA,NA,NA,NA,NA,NA,15.6875,18.71875,NA,NA,NA,NA
1997-10-01,16.1875,NA,NA,NA,23.2916679382324,NA,NA,NA,NA,14.3773784637451,NA,NA,NA,NA,NA,9.1458330154419,NA,NA,NA,NA,NA,NA,14.9375,18.90625,NA,NA,NA,NA
1997-11-01,16.703125,NA,NA,NA,21.9583320617676,NA,NA,NA,NA,16.2774715423584,NA,NA,NA,NA,NA,9.3541669845581,NA,NA,NA,NA,NA,NA,13.4375,19.46875,NA,NA,NA,NA
1997-12-01,18.375,NA,NA,NA,21.9583320617676,NA,NA,NA,NA,15.83411693573,NA,NA,NA,NA,NA,9.9166669845581,NA,NA,NA,NA,NA,NA,13.5,20.4375,NA,NA,NA,NA
1998-01-01,18.3125,NA,NA,NA,21.4375,NA,NA,NA,NA,15.8974542617798,NA,NA,NA,NA,NA,10.8958330154419,NA,NA,NA,NA,NA,NA,14.25,19.53125,NA,NA,NA,NA
1998-02-01,20.296875,NA,NA,NA,23.3333320617676,NA,NA,NA,NA,18.9059352874756,NA,NA,NA,NA,NA,11.7083330154419,NA,NA,NA,NA,NA,NA,15.625,20.25,NA,NA,NA,NA
1998-03-01,21.6875,NA,NA,NA,24.1458320617676,NA,NA,NA,NA,18.7065849304199,NA,NA,NA,NA,NA,12.8333330154419,NA,NA,NA,NA,NA,NA,16.75,20.75,NA,NA,NA,NA
1998-04-01,22.421875,NA,NA,NA,26.1041679382324,NA,NA,NA,NA,18.9186038970947,NA,NA,NA,NA,NA,13.4583330154419,NA,NA,NA,NA,NA,NA,17.875,20.25,NA,NA,NA,NA
1998-05-01,21.75,NA,NA,NA,28.8333320617676,NA,NA,NA,NA,19.9134616851807,NA,NA,NA,NA,NA,12.7291669845581,NA,NA,NA,NA,NA,NA,18.5,19.125,NA,NA,NA,NA
1998-06-01,22,NA,NA,NA,28.2916679382324,NA,NA,NA,NA,20.027624130249,NA,NA,NA,NA,NA,12.875,NA,NA,NA,NA,NA,NA,18.625,19.84375,NA,NA,NA,NA
1998-07-01,23.0625,NA,NA,NA,23.125,NA,NA,NA,NA,21.854248046875,NA,NA,NA,NA,NA,11.1041669845581,NA,NA,NA,NA,NA,NA,17.9375,18.90625,NA,NA,NA,NA
1998-08-01,18.03125,NA,NA,NA,16.125,NA,NA,NA,NA,17.6138725280762,NA,NA,NA,NA,NA,10.1666669845581,NA,NA,NA,NA,NA,NA,13.0625,18.78125,NA,NA,NA,NA
1998-09-01,17.1875,NA,NA,NA,18.3125,NA,NA,NA,NA,18.429328918457,NA,NA,NA,NA,NA,10.9375,NA,NA,NA,NA,NA,NA,14.1875,20.625,NA,NA,NA,NA
1998-10-01,22.09375,NA,NA,NA,22.75,NA,NA,NA,NA,20.6473712921143,NA,NA,NA,NA,NA,10.3125,NA,NA,NA,NA,NA,NA,16.3125,19.8125,NA,NA,NA,NA
1998-11-01,21.40625,NA,NA,NA,23.375,NA,NA,NA,NA,19.8971519470215,NA,NA,NA,NA,NA,10.2083330154419,NA,NA,NA,NA,NA,NA,13.375,19.46875,NA,NA,NA,NA
1998-12-01,23.21875,NA,NA,NA,22.5,NA,NA,NA,NA,20.4190444946289,NA,NA,NA,NA,NA,9.2083330154419,NA,NA,NA,NA,NA,NA,12.9375,20.125,NA,NA,NA,NA
1999-01-01,20.109375,NA,NA,NA,26.8125,NA,NA,NA,NA,23.5177803039551,NA,NA,NA,NA,NA,9.125,NA,NA,NA,NA,NA,NA,12.6875,18.71875,NA,NA,NA,NA
1999-02-01,21.21875,NA,NA,NA,25.5625,NA,NA,NA,NA,24.0070552825928,NA,NA,NA,NA,NA,8.5208330154419,NA,NA,NA,NA,NA,NA,12,17.4375,NA,NA,NA,NA
1999-03-01,23,NA,NA,NA,30.9375,NA,NA,NA,NA,24.7272663116455,NA,NA,NA,NA,NA,9.6041669845581,NA,NA,NA,NA,NA,NA,11.9375,17.53125,NA,NA,NA,NA
1999-04-01,25.609375,NA,NA,NA,26.6875,NA,NA,NA,NA,22.2746982574463,NA,NA,NA,NA,NA,12.1458330154419,NA,NA,NA,NA,NA,NA,12,17.78125,NA,NA,NA,NA
1999-05-01,24.96875,NA,NA,NA,21.4375,NA,NA,NA,NA,22.2746982574463,NA,NA,NA,NA,NA,11.875,NA,NA,NA,NA,NA,NA,11.9375,18.375,NA,NA,NA,NA
1999-06-01,24.625,NA,NA,NA,22.5,NA,NA,NA,NA,20.7628402709961,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,12.1875,17.75,NA,NA,NA,NA
1999-07-01,24.6875,NA,NA,NA,23.1875,NA,NA,NA,NA,18.6126441955566,NA,NA,NA,NA,NA,11.3333330154419,NA,NA,NA,NA,NA,NA,12.625,17.84375,NA,NA,NA,NA
1999-08-01,26.75,NA,NA,NA,21.75,NA,NA,NA,NA,18.3774662017822,NA,NA,NA,NA,NA,11.0416669845581,NA,NA,NA,NA,NA,NA,12.5,17.78125,NA,NA,NA,NA
1999-09-01,22.875,NA,NA,NA,21.375,NA,NA,NA,NA,17.671932220459,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,11.8125,17.59375,NA,NA,NA,NA
1999-10-01,30.25,NA,NA,NA,21.9375,NA,NA,NA,NA,17.0335922241211,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,12.0625,16.875,NA,NA,NA,NA
1999-11-01,27.875,NA,NA,NA,19.3125,NA,NA,NA,NA,17.1679801940918,NA,NA,NA,NA,NA,12.1875,NA,NA,NA,NA,NA,NA,11.25,15.28125,NA,NA,NA,NA
1999-12-01,32.5,NA,NA,NA,20.6875,NA,NA,NA,NA,17.7055282592773,NA,NA,NA,NA,NA,11.71875,NA,NA,NA,NA,NA,NA,12.25,14.4375,NA,NA,NA,NA
2000-01-01,29.625,NA,NA,NA,19.5625,NA,NA,NA,NA,16.9328022003174,NA,NA,NA,NA,NA,10.375,NA,NA,NA,NA,NA,NA,12.5,15.0625,NA,112.400001525879,NA,NA
2000-02-01,26.09375,NA,NA,NA,28.25,NA,NA,NA,NA,15.9584941864014,NA,NA,NA,NA,NA,9.6875,NA,NA,NA,NA,NA,NA,14.375,14.40625,NA,119.400001525879,NA,NA
2000-03-01,28.1875,NA,NA,NA,26.9375,NA,NA,NA,NA,17.4407863616943,NA,NA,NA,NA,NA,11.1875,NA,NA,NA,NA,NA,NA,14.75,15.90625,NA,129,NA,NA
2000-04-01,28.5625,NA,NA,NA,25.8125,NA,NA,NA,NA,17.0601348876953,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,13.125,18.5,NA,137,NA,NA
2000-05-01,26.3125,NA,NA,NA,25.5,NA,NA,NA,NA,19.1018142700195,NA,NA,NA,NA,NA,10.46875,NA,NA,NA,NA,NA,NA,13.0625,17.65625,NA,135,NA,NA
2000-06-01,29.9375,NA,NA,NA,19,NA,NA,NA,NA,19.3786506652832,NA,NA,NA,NA,NA,9.5625,NA,NA,NA,NA,NA,NA,13.875,16.40625,NA,141.899993896484,NA,NA
2000-07-01,27.84375,NA,NA,NA,22,NA,NA,NA,NA,20.935863494873,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,14.25,15.875,NA,136,NA,NA
2000-08-01,25.46875,NA,NA,NA,19.5,NA,NA,NA,NA,22.2854480743408,NA,NA,NA,NA,NA,10.3125,NA,NA,NA,NA,NA,NA,13.375,16.375,NA,146.899993896484,NA,NA
2000-09-01,23.6000003814697,NA,NA,NA,17.3125,NA,NA,NA,NA,21.7317733764648,NA,NA,NA,NA,NA,10.53125,NA,NA,NA,NA,NA,NA,12.25,17.4453125,NA,105,NA,NA
2000-10-01,29.3799991607666,NA,NA,NA,19.0625,NA,NA,NA,NA,21.2473068237305,NA,NA,NA,NA,NA,11.875,NA,NA,NA,NA,NA,NA,11.9375,16.46875,NA,95,NA,NA
2000-11-01,29.375,NA,NA,NA,17,NA,NA,NA,NA,22.0086116790771,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,9,17,NA,99.3000030517578,NA,NA
2000-12-01,32.2750015258789,NA,NA,NA,17.4375,NA,NA,NA,NA,25.5036888122559,NA,NA,NA,NA,NA,12.375,NA,NA,NA,NA,NA,NA,8.875,18.59375,NA,90.9000015258789,NA,NA
2001-01-01,30.0400009155273,NA,NA,NA,16.8999996185303,NA,NA,NA,NA,28.071361541748,NA,NA,NA,NA,NA,13.8000001907349,NA,NA,NA,NA,NA,NA,9.80000019073486,18.0699996948242,NA,101,NA,NA
2001-02-01,29.5249996185303,NA,NA,NA,18.25,NA,NA,NA,NA,27.4069499969482,NA,NA,NA,NA,NA,12.8000001907349,NA,NA,NA,NA,NA,NA,8.67000007629395,18.375,NA,105.5,NA,NA
2001-03-01,27.6299991607666,NA,NA,NA,17.6000003814697,NA,NA,NA,NA,26.3187007904053,NA,NA,NA,NA,NA,11.7250003814697,NA,NA,NA,NA,NA,NA,7.23999977111816,18.4750003814697,NA,72.8000030517578,NA,NA
2001-04-01,27.9249992370605,NA,NA,NA,19.5499992370605,NA,NA,NA,NA,27.5790328979492,NA,NA,NA,NA,NA,14.6499996185303,NA,NA,NA,NA,NA,NA,8.1899995803833,18.5900001525879,NA,73,NA,NA
2001-05-01,28.3199996948242,NA,NA,NA,19.8799991607666,NA,NA,NA,NA,25.7313060760498,NA,NA,NA,NA,NA,13.6750001907349,NA,NA,NA,NA,NA,NA,7.36999988555908,18.5349998474121,NA,75.3000030517578,NA,NA
2001-06-01,29.4950008392334,NA,NA,NA,19.1499996185303,NA,NA,NA,NA,21.9788227081299,NA,NA,NA,NA,NA,12.625,NA,NA,NA,NA,NA,NA,7.03999996185303,19.1000003814697,NA,65.1500015258789,NA,NA
2001-07-01,27.1000003814697,NA,NA,NA,20.1000003814697,NA,NA,NA,NA,22.1613159179688,NA,NA,NA,NA,NA,12.4499998092651,NA,NA,NA,NA,NA,NA,6.5,19.5750007629395,NA,68.75,NA,NA
2001-08-01,27.0750007629395,NA,NA,NA,19.8500003814697,NA,NA,NA,NA,22.5491104125977,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,6.44999980926514,19.8400001525879,NA,62.75,NA,NA
2001-09-01,29.125,NA,NA,NA,17,NA,NA,NA,NA,21.8191432952881,NA,NA,NA,NA,NA,11.8800001144409,NA,NA,NA,NA,NA,NA,5.32000017166138,19.5,NA,36,NA,NA
2001-10-01,28.7600002288818,NA,NA,NA,17.75,NA,NA,NA,NA,20.9066867828369,NA,NA,NA,NA,NA,11.5749998092651,NA,NA,NA,NA,NA,NA,5.69999980926514,18.6100006103516,NA,34.9799995422363,NA,NA
2001-11-01,29.1800003051758,NA,NA,NA,17.2999992370605,NA,NA,NA,NA,21.8077373504639,NA,NA,NA,NA,NA,12.1999998092651,NA,NA,NA,NA,NA,NA,6.05000019073486,18.7000007629395,NA,45.0200004577637,NA,NA
2001-12-01,28.875,NA,NA,NA,19,NA,NA,NA,NA,22.2867774963379,NA,NA,NA,NA,NA,13.125,NA,NA,NA,NA,NA,NA,5.86999988555908,20.1399993896484,NA,41,NA,NA
2002-01-01,28.5750007629395,NA,NA,NA,17.7900009155273,NA,NA,NA,NA,21.8647651672363,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,6.01999998092651,20.75,NA,47.3899993896484,NA,NA
2002-02-01,27.9899997711182,NA,NA,NA,18.6000003814697,NA,NA,NA,NA,25.2921848297119,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,5.76999998092651,21.4200000762939,NA,49.2000007629395,NA,NA
2002-03-01,28.5750007629395,NA,NA,NA,18.7000007629395,NA,NA,NA,NA,27.0142784118652,NA,NA,NA,NA,NA,13.7950000762939,NA,NA,NA,NA,NA,NA,5.92000007629395,22.0049991607666,NA,53.0999984741211,NA,NA
2002-04-01,26.5049991607666,NA,NA,NA,22.9500007629395,NA,NA,NA,NA,27.5311851501465,NA,NA,NA,NA,NA,16.125,NA,NA,NA,NA,NA,NA,5.71000003814697,23.6200008392334,NA,44.8800010681152,NA,NA
2002-05-01,27.1000003814697,NA,NA,NA,23.1000003814697,NA,NA,NA,NA,27.6721591949463,NA,NA,NA,NA,NA,15.4250001907349,NA,NA,NA,NA,NA,NA,5.67999982833862,22.7749996185303,NA,37.5499992370605,NA,NA
2002-06-01,25.0249996185303,NA,NA,NA,24.1499996185303,NA,NA,NA,NA,22.6499366760254,NA,NA,NA,NA,NA,15.25,NA,NA,NA,NA,NA,NA,5.05000019073486,21.2749996185303,NA,33.5,NA,NA
2002-07-01,25.6749992370605,NA,NA,NA,17.5,NA,NA,NA,NA,21.7336006164551,NA,NA,NA,NA,NA,12.3999996185303,NA,NA,NA,NA,NA,NA,4.30000019073486,21.4099998474121,NA,29.8999996185303,NA,NA
2002-08-01,27.2749996185303,NA,NA,NA,17.75,NA,NA,NA,NA,19.7247104644775,NA,NA,NA,NA,NA,12.1000003814697,NA,NA,NA,NA,NA,NA,4.15000009536743,22.5300006866455,NA,28,NA,NA
2002-09-01,26.9750003814697,NA,NA,NA,16.75,NA,NA,NA,NA,17.457368850708,NA,NA,NA,NA,NA,10.9250001907349,NA,NA,NA,NA,NA,NA,3.22000002861023,21.5499992370605,NA,21.9899997711182,NA,NA
2002-10-01,27.4899997711182,NA,NA,NA,12.8999996185303,NA,NA,NA,NA,18.5264263153076,NA,NA,NA,NA,NA,10.4750003814697,NA,NA,NA,NA,NA,NA,3.5,23.9349994659424,NA,24.2999992370605,NA,NA
2002-11-01,25.6949996948242,NA,NA,NA,14.25,NA,NA,NA,NA,17.9096622467041,NA,NA,NA,NA,NA,11.3500003814697,NA,NA,NA,NA,NA,NA,3.75,21.5049991607666,NA,24.6000003814697,NA,NA
2002-12-01,26.2150001525879,NA,NA,NA,15,NA,NA,NA,NA,18.0212669372559,NA,NA,NA,NA,NA,10.4200000762939,NA,NA,NA,NA,NA,NA,3.54999995231628,21.9899997711182,NA,22.8999996185303,NA,NA
2003-01-01,25.4549999237061,NA,NA,NA,12.6999998092651,NA,NA,NA,NA,16.6232662200928,NA,NA,NA,NA,NA,9.44999980926514,NA,NA,NA,NA,NA,NA,3.72000002861023,20.6200008392334,NA,24.1299991607666,NA,NA
2003-02-01,25.1550006866455,NA,NA,NA,11.3199996948242,NA,NA,NA,NA,17.0130615234375,NA,NA,NA,NA,NA,8.17500019073486,NA,NA,NA,NA,NA,NA,3.54999995231628,19.8999996185303,NA,21.9899997711182,NA,NA
2003-03-01,27.2199993133545,NA,NA,NA,11.9499998092651,NA,NA,NA,NA,17.2611198425293,NA,NA,NA,NA,NA,7.55000019073486,NA,NA,NA,NA,NA,NA,3.53999996185303,20.3799991607666,NA,16.7999992370605,NA,NA
2003-04-01,28.5849990844727,NA,NA,NA,12.8599996566772,NA,NA,NA,NA,17.5333766937256,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,4.26999998092651,20.6749992370605,NA,20,NA,NA
2003-05-01,29.8099994659424,NA,NA,NA,14.1000003814697,NA,NA,NA,NA,17.9387378692627,NA,NA,NA,NA,NA,9.60499954223633,NA,NA,NA,NA,NA,NA,4.69999980926514,22.8999996185303,NA,19.4500007629395,NA,NA
2003-06-01,28.9750003814697,NA,NA,NA,14.9899997711182,NA,NA,NA,NA,18.4469509124756,NA,NA,NA,NA,NA,10.3500003814697,NA,NA,NA,NA,NA,NA,4.92999982833862,22.9249992370605,NA,27.8700008392334,NA,NA
2003-07-01,27.2999992370605,NA,NA,NA,15.75,NA,NA,NA,NA,18.3985500335693,NA,NA,NA,NA,NA,11.1999998092651,NA,NA,NA,NA,NA,NA,5.51999998092651,21.2649993896484,NA,30.7600002288818,NA,NA
2003-08-01,27.6399993896484,NA,NA,NA,16.3500003814697,NA,NA,NA,NA,18.3561992645264,NA,NA,NA,NA,NA,11.5349998474121,NA,NA,NA,NA,NA,NA,5.75,21.4899997711182,NA,33.4599990844727,NA,NA
