"date","MAR15","MANR24"
"2015-12",NA,-0.519934518233207
"2016-1",NA,-0.975989739747671
"2016-2",NA,-0.925382849586367
"2016-3",NA,-0.541356470685131
"2016-4",NA,-0.421366218877314
"2016-5",NA,-0.464737855243983
"2016-6",NA,-0.663401267974834
"2016-7",NA,-0.431759612358286
"2016-8",NA,-0.352580241671161
"2016-9",NA,-0.365238829596776
"2016-10",NA,-0.492896794532259
"2016-11",NA,-0.259710634771946
"2016-12",NA,-0.245413998917126
"2017-1",NA,-0.101735526381687
"2017-2",NA,-0.0566256432030743
"2017-3",NA,-0.0504328806084433
"2017-4",NA,-0.0262142312965959
"2017-5",NA,-0.0496838543016115
"2017-6",NA,-0.0212358431657884
"2017-7",NA,0.063654154464436
"2017-8",NA,0.00247898612974026
"2017-9",NA,0.139443763742349
"2017-10",NA,0.183730508548601
"2017-11",NA,0.203248423978199
"2017-12",NA,0.302508053843414
"2018-1",NA,0.507839716080822
"2018-2",NA,0.245774458223837
"2018-3",NA,0.0974127895395503
"2018-4",NA,0.0597322310893082
"2018-5",NA,0.069479983183021
"2018-6",NA,-0.0458601594680093
"2018-7",NA,0.0560410944101025
"2018-8",NA,0.0197847759311765
"2018-9",NA,-0.0132890902001409
"2018-10",NA,-0.554576367829301
"2018-11",NA,-0.574555893938859
"2018-12",NA,-1.01980515248009
"2019-1",NA,-0.572993218667328
"2019-2",NA,-0.484781848549801
"2019-3",NA,-0.543984369249581
"2019-4",NA,-0.370525845283557
"2019-5",NA,-0.84371154417112
"2019-6",NA,-0.50621489947502
"2019-7",NA,-0.583621106670628
"2019-8",NA,-0.888940171835527
"2019-9",NA,-0.72906974004853
"2019-10",NA,-0.619353929457398
"2019-11",NA,-0.474161584972964
"2019-12",NA,-0.361645477843387
"2020-1",NA,-0.594180733265693
"2020-2",NA,-1.06359782036984
"2020-3",NA,-2.35327875197878
"2020-4",NA,-1.80545328276155
"2020-5",NA,-1.66870736297049
"2020-6",NA,-1.52333064741099
"2020-7",NA,-1.4008044814313
"2020-8",NA,-1.15044640393691
"2020-9",NA,-1.35974254907804
"2020-10",NA,-1.41363267849794
"2020-11",NA,-0.634315874166016
"2020-12",NA,-0.42190387236845
"2021-1",NA,-0.467641234048128
"2021-2",NA,-0.111530140341808
"2021-3",NA,0.0716286323221952
"2021-4",NA,0.228676560081329
"2021-5",NA,0.387070531373807
"2021-6",NA,0.291255419099817
"2021-7",NA,0.282220156901016
"2021-8",NA,0.308729448960359
"2021-9",NA,0.107486243902728
"2021-10",NA,0.330112034343987
"2021-11",NA,0.129501480553913
"2021-12",NA,0.340548211670074
"2022-1",NA,0.123438601718751
"2022-2",NA,-0.00137284711138822
"2022-3",NA,0.0138499242882888
"2022-4",NA,-0.403693635371244
"2022-5",NA,-0.38382806167691
"2022-6",NA,-1.07026918625435
"2022-7",NA,-0.706269153231552
"2022-8",NA,-0.97582479504448
"2022-9",NA,-1.53131512675994
"2022-10",NA,-1.11635083880948
"2022-11",NA,-0.731468731652739
"2022-12",NA,-0.976608893452223
"2023-1",NA,-0.558152066025762
"2023-2",NA,-0.697735995804802
"2023-3",NA,-0.821977995471526
"2023-4",NA,-0.859836565015945
"2023-5",NA,-1.06605741060396
"2023-6",NA,-0.733968292295447
"2023-7",NA,-0.57001579576719
"2023-8",NA,-0.792036664089398
"2023-9",NA,-1.01961940440425
"2023-10",NA,-1.35827359450457
"2023-11",NA,-0.92742842095214
"2023-12",NA,-0.600036746978145
"2024-1",NA,-0.702069559507258
"2024-2",NA,-0.592743917725289
"2024-3",NA,-0.407075083646795
"2024-4",NA,-0.645605857437302
"2024-5",NA,-0.515557922888027
"2024-6",NA,-0.594078670687883
"2024-7",NA,-0.475169840439629
"2024-8",NA,-0.474680896434814
"2024-9",NA,-0.409638593475782
"2024-10",NA,-0.605967936007268
"2024-11",NA,-0.428811652485121
"2024-12",NA,-0.732871815659872
